ad_id,campaign_name,placement,spend,impressions,clicks,installs,signups,trials,adj_trials,trial_converts,init_purch,adj_init_purch,v3s,thruplays
120245417330650167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,marketplace,0.24,109,2,0,0,0,0.0,0,0,0.0,15,0
120245417330650167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,search,0.31,79,0,0,0,0,0.0,0,0,0.0,18,0
120245841850380167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,an_classic,0.32,207,2,0,0,0,0.0,0,0,0.0,0,0
120245841850380167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,facebook_notification,0.5,73,1,0,0,0,0.0,0,0,0.0,0,0
120245841850380167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,facebook_reels,0.13,68,1,0,0,0,0.0,0,0,0.0,0,0
120245841850380167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,facebook_reels_overlay,0.25,146,3,0,0,0,0.0,0,0,0.0,0,0
120245841850380167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,facebook_stories,2.73,534,11,0,0,0,0.0,0,0,0.0,0,0
120245841850380167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,feed,24.33,6394,126,1,1,0,0.0,0,0,0.0,0,0
120245841850380167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,instagram_reels,0.35,55,1,0,0,0,0.0,0,0,0.0,0,0
120245841850380167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,instagram_stories,0.59,129,4,0,0,0,0.0,0,0,0.0,0,0
120245841850380167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,instream_video,0.08,111,2,0,0,0,0.0,0,0,0.0,0,0
120245841850380167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,marketplace,0.0,1,0,0,0,0,0.0,0,0,0.0,0,0
120245841850380167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,search,0.2,117,1,0,0,0,0.0,0,0,0.0,0,0
120245842589820167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,an_classic,0.18,6,1,0,0,0,0.0,0,0,0.0,6,1
120245842589820167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,facebook_profile_feed,0.0,1,0,0,0,0,0.0,0,0,0.0,0,0
120245842589820167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,facebook_reels,0.02,6,0,0,0,0,0.0,0,0,0.0,0,0
120245842589820167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,feed,0.17,5,0,0,0,0,0.0,0,0,0.0,3,0
120245842589820167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,instagram_stories,0.0,1,0,0,0,0,0.0,0,0,0.0,0,0
120245842589820167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,instream_video,0.01,1,0,0,0,0,0.0,0,0,0.0,1,0
120245842589820167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,search,0.08,50,0,0,0,0,0.0,0,0,0.0,10,0
120245842589820167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,threads_feed,0.3,275,0,0,0,0,0.0,0,0,0.0,27,0
120245842877290167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,an_classic,0.0,1,1,0,0,0,0.0,0,0,0.0,1,0
120245842877290167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,facebook_notification,0.03,3,0,0,0,0,0.0,0,0,0.0,0,0
120245842877290167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,facebook_profile_feed,0.02,10,0,0,0,0,0.0,0,0,0.0,0,0
120245842877290167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,facebook_reels,0.11,24,0,0,0,0,0.0,0,0,0.0,1,0
120245842877290167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,facebook_reels_overlay,0.0,3,0,0,0,0,0.0,0,0,0.0,0,0
120245842877290167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,facebook_stories,0.02,3,0,0,0,0,0.0,0,0,0.0,0,0
