ad_id,campaign_name,installs,signups,trial_starts,trial_starts_sa,trial_starts_ca,trial_converts,trial_converts_sa,trial_converts_ca,initial_purchases,paid,ltv,forecasted_ltv,trial_or_purchase_sa
120248341547190167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,8.0,2.0,2.0,0.0,0.81,0.81,0.0,0.0,0.81,82.2,71.3,2
120247187088560167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,12,4.0,2.0,2.0,0.0,0.8,0.8,0.0,0.0,0.8,82.3,79.1,2
120248898272860167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,20,6.0,2.0,2.0,0.0,0.8,0.8,0.0,0.0,0.8,81.4,71.3,3
120246997871260167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,10,7.0,2.0,2.0,0.0,0.79,0.79,0.0,0.0,0.79,81.5,79.1,2
120246280872770167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,18,6.0,2.0,2.0,0.0,0.79,0.79,0.0,0.0,0.79,81.1,79.1,2
120246694233580167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,5,3.0,2.0,2.0,0.0,0.79,0.79,0.0,0.0,0.79,82.1,79.1,2
120246363710970167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_wining2,23,5.0,2.0,2.0,0.0,0.79,0.79,0.0,0.0,0.79,81.1,79.1,2
120241585257650167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,21,1.0,2.0,2.0,0.0,0.79,0.79,0.0,0.0,0.79,81.7,79.1,2
120246363710920167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,15,4.0,2.0,2.0,0.0,0.79,0.79,0.0,0.0,0.79,82.0,79.1,2
120246280887120167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,9,4.0,2.0,2.0,0.0,0.79,0.79,0.0,0.0,0.79,81.6,79.1,3
120246280903630167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,5,2.0,2.0,2.0,0.0,0.78,0.78,0.0,0.0,0.78,81.1,79.1,2
120246005442010167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,20,7.0,2.0,2.0,0.0,0.78,0.78,0.0,0.0,0.78,80.2,79.1,2
120246280870660167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,20,4.0,2.0,2.0,0.0,0.78,0.78,0.0,0.0,0.78,80.2,79.1,2
120249779562130167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,16,4.0,2.0,2.0,0.0,0.78,0.78,0.0,0.0,0.78,80.6,69.4,4
120245867702310167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,9,3.0,2.0,2.0,0.0,0.78,0.78,0.0,0.0,0.78,80.4,79.1,2
120246331786010167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,21,5.0,2.0,2.0,0.0,0.78,0.78,0.0,0.0,0.78,80.5,79.1,2
120246191491930167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,46,13.0,2.0,2.0,0.0,0.78,0.78,0.0,0.0,0.78,80.8,79.1,2
120246001466170167,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,49,14.0,2.0,2.0,0.0,0.77,0.77,0.0,0.0,0.77,79.9,79.1,2
120245150209330167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,7,2.0,2.0,2.0,0.0,0.77,0.77,0.0,0.0,0.77,79.5,79.1,2
120246005441450167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,34,15.0,2.0,2.0,0.0,0.77,0.77,0.0,0.0,0.77,79.5,79.1,2
120249641692540167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,25,11.0,2.0,2.0,0.0,0.77,0.77,0.0,0.0,0.77,79.9,69.4,3
120246001466160167,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,10,3.0,2.0,2.0,0.0,0.77,0.77,0.0,0.0,0.77,79.5,79.1,2
120246000716800167,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,28,7.0,2.0,2.0,0.0,0.77,0.77,0.0,0.0,0.77,79.5,79.1,2
120245867684240167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,3,2.0,2.0,2.0,0.0,0.77,0.77,0.0,0.0,0.77,79.5,79.1,1
120245867679860167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,11,4.0,2.0,2.0,0.0,0.77,0.77,0.0,0.0,0.77,79.5,79.1,3
120249017523680167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,7,4.0,2.0,2.0,0.0,0.77,0.77,0.0,0.0,0.77,78.0,71.3,2
120245841850380167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,8,4.0,2.0,2.0,0.0,0.77,0.77,0.0,0.0,0.77,79.9,79.1,2
120249190061250167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,30,7.0,2.0,2.0,0.0,0.76,0.76,0.0,0.0,0.76,76.8,71.3,5
120249641651420167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,26,12.0,2.0,2.0,0.0,0.76,0.76,0.0,0.0,0.76,79.1,69.4,3
120249990690510167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,29,8.0,2.0,2.0,0.0,0.76,0.76,0.0,0.0,0.76,79.1,69.4,2
120249840102580167,HK_Meta_N/A_iOS_Trials_AEM,9,8.0,2.0,2.0,0.0,0.74,0.74,0.0,0.0,0.74,76.6,70.0,2
120249993034910167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,21,4.0,2.0,2.0,0.0,0.73,0.73,0.0,0.0,0.73,76.2,69.4,2
120249606618210167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,40,1.0,2.0,2.0,0.0,0.72,0.72,0.0,0.0,0.72,74.8,70.0,2
120250212038440167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,7.0,2.0,2.0,0.0,0.69,0.69,0.0,0.0,0.69,71.8,70.6,2
120250308384270167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,12,5.0,2.0,2.0,0.0,0.68,0.68,0.0,0.0,0.68,70.9,70.6,2
120248335034210167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,9,2.0,1.0,1.0,0.0,0.42,0.42,0.0,0.0,0.42,43.4,39.6,1
6960344560592,{{campaign.name}},1,1.0,1.0,1.0,0.0,0.42,0.42,0.0,0.0,0.42,61.4,62.3,1
6961586940392,JP_Meta_iOS_Trial_Advantage+,2,1.0,1.0,1.0,0.0,0.42,0.42,0.0,0.0,0.42,61.2,62.3,1
120247011579390167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,11,6.0,1.0,1.0,0.0,0.42,0.42,0.0,0.0,0.42,43.2,39.6,1
120248334931480167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,5,2.0,1.0,1.0,0.0,0.42,0.42,0.0,0.0,0.42,42.2,35.7,2
120246280866310167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,6.0,1.0,1.0,0.0,0.42,0.42,0.0,0.0,0.42,43.2,39.6,1
6989112644392,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,1,1.0,1.0,1.0,0.0,0.42,0.42,0.0,0.0,0.42,31.8,35.8,1
120248591592490167,HK_Meta_N/A_iOS_Trials_AEM,4,4.0,1.0,1.0,0.0,0.42,0.42,0.0,0.0,0.42,42.0,35.7,1
120247888457690167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,20,8.0,1.0,1.0,0.0,0.42,0.42,0.0,0.0,0.42,43.5,39.6,1
6983657862792,JP_Meta_iOS_Trial_Advantage+,3,2.0,1.0,1.0,0.0,0.41,0.41,0.0,0.0,0.41,60.6,62.3,1
120246997845970167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,1.0,1.0,1.0,0.0,0.41,0.41,0.0,0.0,0.41,41.9,39.6,1
120248334933310167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,5,2.0,1.0,1.0,0.0,0.41,0.41,0.0,0.0,0.41,41.6,35.7,1
120247011578560167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,18,8.0,1.0,1.0,0.0,0.41,0.41,0.0,0.0,0.41,42.1,39.6,3
120248898278710167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,19,3.0,1.0,1.0,0.0,0.41,0.41,0.0,0.0,0.41,41.5,35.7,1
120248898291360167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,30,10.0,1.0,1.0,0.0,0.41,0.41,0.0,0.0,0.41,41.7,35.7,1
120248719873780167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,4.0,1.0,1.0,0.0,0.41,0.41,0.0,0.0,0.41,41.7,35.7,1
120249918769370167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,10,1.0,1.0,1.0,0.0,0.4,0.4,0.0,0.0,0.4,41.9,34.7,1
120248719430200167,tw_meta_standard_web_tw-en_pros_purchase_ongoing_no-disc_testing,5,1.0,1.0,1.0,0.0,0.4,0.4,0.0,0.0,0.4,40.6,35.7,1
120249698063470167,HK_Meta_N/A_iOS_Trials_AEM,2,2.0,1.0,1.0,0.0,0.4,0.4,0.0,0.0,0.4,41.2,34.7,1
120249017782920167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,23,10.0,1.0,1.0,0.0,0.4,0.4,0.0,0.0,0.4,40.4,35.7,1
120248898277700167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,15,4.0,1.0,1.0,0.0,0.4,0.4,0.0,0.0,0.4,40.9,35.7,0
120249918716020167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,12,2.0,1.0,1.0,0.0,0.4,0.4,0.0,0.0,0.4,41.2,34.7,1
7001137322392,JP_Meta_iOS_Start_Trial_AEM_Personas,1,1.0,1.0,1.0,0.0,0.4,0.4,0.0,0.0,0.4,57.8,62.6,1
120247254596060167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,2.0,1.0,1.0,0.0,0.4,0.4,0.0,0.0,0.4,41.7,39.6,1
120249919047430167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,15,5.0,1.0,1.0,0.0,0.4,0.4,0.0,0.0,0.4,41.8,34.7,1
6966914551592,JP_Meta_iOS_Trial_Advantage+,3,1.0,1.0,1.0,0.0,0.39,0.39,0.0,0.0,0.39,57.6,62.3,1
120249918894470167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,16,3.0,1.0,1.0,0.0,0.39,0.39,0.0,0.0,0.39,41.0,34.7,1
120246694233530167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,13,8.0,1.0,1.0,0.0,0.39,0.39,0.0,0.0,0.39,40.6,39.6,1
120249779562330167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,12,7.0,1.0,1.0,0.0,0.39,0.39,0.0,0.0,0.39,40.3,34.7,1
120244975026320167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,5,1.0,1.0,1.0,0.0,0.39,0.39,0.0,0.0,0.39,40.6,39.6,1
120246363710910167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning2,28,9.0,1.0,1.0,0.0,0.39,0.39,0.0,0.0,0.39,40.4,39.6,1
120246997847200167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,3,2.0,1.0,1.0,0.0,0.39,0.39,0.0,0.0,0.39,40.6,39.6,1
120249990578130167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,15,6.0,1.0,1.0,0.0,0.38,0.38,0.0,0.0,0.38,39.2,34.7,1
120246005437580167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,3,1.0,1.0,1.0,0.0,0.38,0.38,0.0,0.0,0.38,39.8,39.6,1
6968039734392,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs-2,1,1.0,1.0,1.0,0.0,0.38,0.38,0.0,0.0,0.38,28.8,35.8,1
6942074751992,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,2,2.0,1.0,1.0,0.0,0.38,0.38,0.0,0.0,0.38,29.1,33.8,1
120245867682590167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,6,3.0,1.0,1.0,0.0,0.38,0.38,0.0,0.0,0.38,39.8,39.6,1
120249481917410167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,24,1.0,1.0,1.0,0.0,0.38,0.38,0.0,0.0,0.38,39.4,34.7,2
120245867700400167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,3,2.0,1.0,1.0,0.0,0.38,0.38,0.0,0.0,0.38,39.8,39.6,1
120249069950380167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,7.0,1.0,1.0,0.0,0.38,0.38,0.0,0.0,0.38,38.2,35.7,1
120246000716790167,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,16,4.0,1.0,1.0,0.0,0.38,0.38,0.0,0.0,0.38,39.8,39.6,1
120249357534590167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,57,1.0,1.0,1.0,0.0,0.37,0.37,0.0,0.0,0.37,38.9,34.7,1
120249878670300167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,24,0.0,1.0,1.0,0.0,0.37,0.37,0.0,0.0,0.37,38.1,34.7,1
120250114976980167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,4.0,1.0,1.0,0.0,0.36,0.36,0.0,0.0,0.36,37.4,35.3,2
120250114986290167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,15,4.0,1.0,1.0,0.0,0.36,0.36,0.0,0.0,0.36,37.1,35.3,2
120250212055790167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,8,1.0,1.0,1.0,0.0,0.35,0.35,0.0,0.0,0.35,36.6,35.3,1
120250211383450167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,23,5.0,1.0,1.0,0.0,0.35,0.35,0.0,0.0,0.35,35.9,35.3,1
120250112779340167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,44,9.0,1.0,1.0,0.0,0.35,0.35,0.0,0.0,0.35,35.9,35.3,1
120250211406300167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,22,5.0,1.0,1.0,0.0,0.35,0.35,0.0,0.0,0.35,36.9,35.3,1
120249761319820167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,193,3.0,1.0,1.0,0.0,0.34,0.34,0.0,0.0,0.34,35.6,35.3,4
120243703760520167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6962529673792,kr_meta_standard_app_ios_kr-en_pros_register_ongoing_no-disc,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245149598320167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246694233300167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6977353302392,JP_Meta_iOS_Trial_Advantage+,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52513634844396,JP_Meta_iOS_Trial_Advantage+,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245219525630167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245867680940167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6976191084992,JP_Meta_iOS_Start_Trial_AEM_Personas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246001466140167,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120240276401680167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52511277572596,JP_Meta_iOS_Trial_Advantage+,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120248334930940167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245842589820167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6966916409192,jp_meta_ios_trial_web2app,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6975745488992,JP_Meta_iOS_Trial_Advantage+,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120247430470740167,hk_meta_standard_ios_tw-en_pros_trial_ongoing_winning2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120244975023190167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7001663745592,JP_Meta_iOS_Trial_Advantage+,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120244974977440167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245904196600167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120248823299170167,HK_Meta_N/A_iOS_Trials_AEM,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52506532782996,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249248763350167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120243891317760167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249439726290167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7001137316392,JP_Meta_iOS_Start_Trial_AEM_Personas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246543047390607,fr_meta_standard-aem_ios_fr-en_pros_trial_ongoing_no-disc_BAU&testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52516289946196,JP_Meta_iOS_Start_Trial_AEM_Personas,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52514747611596,JP_Meta_iOS_Start_Trial_AEM_Personas,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246005435710167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249992226780167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,22,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249069928080167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246280900700167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245867682020167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246067480760167,hk_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249481607080167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_asc_scaling,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246697449970167,tw_meta_standard_web_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120250258111880167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120244279746520167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52512815758196,JP_Meta_iOS_Start_Trial_AEM_Personas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120244288158970167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6956701466392,JP_Meta_iOS_Trial_Advantage+,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246005440870167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246000716810167,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120243891297970167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245149713520167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246191491940167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6901176711192,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245219512230167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249083206790167,HK_Meta_N/A_iOS_Trials_AEM,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246913902100167,No Campaign Name,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120244281333170167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6959088572592,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246367871770167,No Campaign Name,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120248341548470167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249069900960167,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120249604308350167,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_Campaign_rtg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120247011565580167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246005517790167,No Campaign Name,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6973843094392,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245219508730167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120248341545680167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6969759998392,kr_meta_standard_app_ios_kr-en_pros_register_ongoing_no-disc,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120246997845950167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52505442295396,JP_Meta_iOS_Trial_Advantage+,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120244974977050167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245759485310167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120247011566490167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52516214505796,JP_Meta_iOS_Trial_Advantage+,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120245219512050167,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
