af_ad_id,af_ad,campaign,af_installs,af_signups,af_trials,af_trials_annual_reg,af_trials_annual_plus,af_trials_monthly,af_trial_cancelled,af_rc_purchase,af_trial_or_purchase,af_top_rev
120245841850380167,c1!na_c2!image_c3!influencer_c4!valueprop_c5!ongoing_c6!charliecareer_c7!ValueProp_c8!Foreign-Company-Scenarios-winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,10,8,4,2,,,1,4,4,0.0
120246001466160167,c1:Video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:illyandlean_c7:ValueProp_c8:speak-with-me-conv-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,4,4,4,2,2,,4,4,4,0.0
120248967708930167,New Awareness Ad,tw_meta_video_web_tw-en_pros_awareness_promo_disc_26Q3-Campaign_Reach_brandmarketing,52,33,4,2,2,,,6,4,742.0
120245867702310167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Product_c8!MayCourse-NewContent-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,10,6,4,4,,,,4,4,441.0
120249439726270167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!harryspeaks__c7!Product_c8!og-video_26q3,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,28,12,4,4,,,,6,4,436.0
120246280870660167,c1!Static_c2!image_c3!generic_c4!testimonial_c5!ongoing_c6!na_c7!Testimonial_c8!ThreadsPost-Career-Confidence-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,10,8,4,2,,2,,4,4,442.0
120247011569420167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!ValueProp_c8!AppNotice-NoAnxiety-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,18,12,4,4,,,,4,4,769.0
120246005441450167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Outcome_c8!2200sentences-Career-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,38,30,4,4,,,,6,4,442.0
120246280887120167,c1!Video_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!SpeakMethod_c8!Andrew-SpeakMethod-1920x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,6,8,4,4,,,,5,5,1544.0
120246997871260167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!havefunytchannel_c7!SpeakMethod_c8!SpeakSystem-short,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,18,14,4,4,,,,4,4,330.0
120246191491930167,c1!na_c2!image_c3!influencer_c4!valueprop_c5!ongoing_c6!charliecareer_c7!ValueProp_c8!Foreign-Company-Scenarios-winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,44,24,4,,4,,,4,4,759.0
120249993034910167,c1!UGC_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!MIP-amychou_c7!oneshot.appscreen_c8!en-esp-restaurant_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,10,8,4,,4,,,4,4,1516.0
120249840102580167,c1!na_c2!video_c3!influencer_c4!testimonial_c5!ongoing_c6!cheryl_c7!testimonial_c8!26Q3-cheryl-og,HK_Meta_N/A_iOS_Trials_AEM,16,16,4,4,,,,4,4,331.0
120245149824260167,c1_UGC_c2_video_c3_ugc_c4_problemsolution_c5_ongoing_c6_AI-gen_c7_PainPoint_c8_TheFixforEnglishBrainFreeze-1direct -winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,4,4,4,2,2,,,4,4,442.0
120246280872770167,c1!Static_c2!image_c3!generic_c4!testimonial_c5!ongoing_c6!na_c7!Testimonial_c8!ThreadsPost-Career-Client-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,12,4,4,,,,4,4,1103.0
120241247103900167,c1:na_c2:video_c3:generic_c4:valueprop_c5:ongoing_c6:na_c7:26BrandCampaign_c8:TVC30s-Kitchen,tw_meta_video_web_tw-en_pros_awareness_ongoing_no-disc_brandmarketing,26,10,4,4,,,,4,5,862.0
120246280866870167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!ValueProp_c8!June14DaysConfidence-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,8,4,2,2,,,4,4,441.0
120249640902170167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!Blog-business-english-speaking-guide,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,16,12,4,2,2,,2,4,4,0.0
120249640902160167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!Blog-english-job-interview-guide,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,14,8,4,2,,2,,4,4,0.0
120246694233580167,c1:M19_c2:video_c3:motion_c4:testimonial_c5:ongoing_c6:na_c7:MotionTestimonial_c8:JPwinning-textandwave,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,6,6,4,2,,,,4,4,442.0
120248341533720167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Outcome_c8!1yearTimeline-Career-MNC-10mins-1080x1350,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,10,8,4,4,,,2,4,4,70.0
120250308343750167,c1!UGC_c2!video_c3!ugc_c4!senario_c5!promo_c6!Audrey_c7!BA_c8!    workplace-Engl-manners-fromb2b_c9!,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,28,18,4,2,2,,,4,4,0.0
120249190061250167,c1!UGC_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!MIP-happygang5215_c7!OpenQuestion_c8!learn-with-child_winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,18,12,4,4,,,1,8,8,1512.0
120249459116080167,c1!n/a_c2!video_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!brandvideo-og-post,tw_meta_video_web_tw-en_pros_awareness_promo_disc_TW_26Q3_BrandCampaign_Reach_brandmarketing,30,14,4,2,,,2,6,4,0.0
120245904237110167,c1_UGC_c2_video_c3_ugc_c4_productdemo_c5_ongoing_c6_Rhea_c7_SpeakMethod_c8_NewYorkTimesHook,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,4,4,4,,,,4,4,0.0
120250308384270167,c1!UGC_c2!video_c3!ugc_c4!problemsolution_c5!promo_c6!AI-Miso_c7!BA.Theory.AIillu_c8!shadowing-to-input-output-v1-ai-illu_c9!,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,18,10,4,4,,,,4,4,0.0
120245867684240167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Outcome_c8!Career-Computex-ShowEng-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,6,4,4,,,,2,6,2,758.0
120246005442010167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Outcome_c8!3750sentences-Career-Painpoint-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,12,4,2,,2,2,4,4,95.0
120248334960360167,c1!UGC_c2!video_c3!ugc_c4!testimonial_c5!ongoing_c6!SWM-Claire_c7!UserTestimonials_c8!AfterWorkLearnForMyself,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,18,17,4,4,,,2,4,4,437.0
120245150209330167,c1!Static_c2!image_c3!generic_c4!entertainment_c5!ongoing_c6!AI-gen_c7!ValueProp_c8!comic-6-frame-frag-time,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,6,4,4,4,,,,4,4,0.0
120249641692540167,c1!UGC_c2!video_c3!ugc_c4!problemsolution_c5!ongoing_c6!MIP-yclife_c7!AboardLife_c8!learn-with-kid-dou-ling,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,30,22,4,4,,,1,4,4,656.0
120249603923410167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!Blog-english-job-interview-guide,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_rtg,6,4,4,,4,,,4,4,752.0
120249779562130167,c1!Video_c2!video_c3!influencer_c4!senario_c5!promo_c6!chenlily_c7!26Q3Campaign_c8!brick-hook_c9!app,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,6,4,2,,,,6,4,1285.0
120249597116700167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!ThreadsPost-BG-1080x1080,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,8,6,4,4,,,,4,4,0.0
120246001466170167,c1:UGC6_c2:video_c3:ugc_c4:problemsolution_c5:ongoing_c6:Qing_c7:EnglishIntrovert_c8:na-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,38,28,4,4,,,,4,4,884.0
120249605345890167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!P1-Countdown-Day3-1080x1350,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_rtg,28,8,4,,4,,2,4,4,0.0
120249440348720167,c1!n/a_c2!video_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!brandvideo-30s,tw_meta_video_web_tw-en_pros_awareness_promo_disc_TW_26Q3_BrandCampaign_Reach_brandmarketing,26,22,4,4,,,2,4,4,0.0
120246331786010167,c1!UGC_c2!video_c3!ugc_c4!productdemo_c5!ongoing_c6!SWM-Sophia_c7!UserTestimonials_c8!Computex_og_post,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,18,10,4,4,,,,10,4,442.0
120249918847860167,c1!UGC_c2!video_c3!ugc_c4!senario_c5!ongoing_c6!MIP-bubble_studylog_c7!abroadlife.oneshot.demo_c8!prep-3-senario-3-country_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,24,22,4,4,,,,4,4,882.0
120248898277620167,c1!UGC_c2!image_c3!ugc_c4!painpoint _c5!ongoing_c6!Jessica_c7!BA.lifestyle.walking_c8!DontLetEnglishHoldYouBack_v2_EngIPerson,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,18,14,4,2,2,,1,6,4,741.0
6977353304992,c1:E803-20260603_c2:video_c3:influencer_c4:entertainment_c5:ongoing_c6:gochann_j_igr_1_c7:ごうの冒険_c8:na,JP_Meta_iOS_Trial_Advantage+,26,20,4,4,,,2,6,4,0.0
120247187088560167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!chuchushoetw_c7!ValueProp_c8!og-video,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,16,8,4,4,,,2,4,4,0.0
120250212038440167,c1!UGC_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!MIP-dreamsunny_c7!vlog.closseup_c8!student.exchange_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,20,14,4,,,,,4,4,190.0
120249017523680167,c1!Motion_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Outcome_c8!3750sentences-1080x1920_winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,10,8,4,2,2,,,4,4,0.0
120247011578560167,c1!UGC_c2!video_c3!ugc_c4!productdemo_c5!ongoing_c6!AI-gen_c7!Outcome_c8!Workplace-ColleagueCompliment_2practice,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,10,3,3,,,,3,3,768.0
120248334931480167,c1!Static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!PainPoint_c8!Comic-BlankMind-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,5,3,3,,,1,3,3,435.0
6960344560592,jp_2026.01_masatomerci_igr_1_web_jp-en_instagram_video-short_macro_brand_brand_awareness_26q1_janNew Sales Ad,{{campaign.name}},2,2,2,,2,,1,2,2,0.0
120248591592490167,c1!UGC_c2!video_c3!ugc_c4!valueprop_c5!ongoing_c6!SWM-Jenny_c7!Scenario_c8!SalaryNegotiation_winning_ccp-control,HK_Meta_N/A_iOS_Trials_AEM,8,8,2,2,,,,2,2,434.0
6961586940392,c1:E704-20260529_c2:video_c3:influencer_c4:testimonial_c5:ongoing_c6:k_.stugrammm_igr_1_c7:k社会人大学生_c8:na,JP_Meta_iOS_Trial_Advantage+,2,2,2,,2,,,2,2,0.0
120246694233530167,c1_UGC_c2_video_c3_ugc_c4_problemsolution_c5_ongoing_c6_AI-gen_c7_PainPoint_c8_TheFixforEnglishBrainFreeze-1direct -winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,18,14,2,2,,,,2,2,440.0
120249439359070167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!Coupon-Discount1198-1080x1080,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_rtg,4,2,2,2,,,,2,2,0.0
120249604431120167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!Blog-business-english-speaking-guide,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_rtg,4,4,2,,2,,,2,2,0.0
6983657862792,c1:E840-20260612_c2:video_c3:influencer_c4:productdemo_c5:ongoing_c6:reofit.jp_igr_1_c7:reofit-R2_c8:na,JP_Meta_iOS_Trial_Advantage+,6,4,2,2,,,,2,2,0.0
120249440272360167,c1:Static_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:ATienDai_c7:ValueProp_c8:brandmarketing,tw_meta_video_web_tw-en_pros_awareness_promo_disc_TW_26Q3_BrandCampaign_Thruplay_brandmarketing,6,4,2,2,,,,2,2,0.0
120249990716300167,c1!UGC_c2!video_c3!whitelist_c4!speakmethod_c5!ongoing_c6!MIP-chiayen_c7!interview.punhook_c8!street-interview_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,20,12,2,2,,,2,4,2,71.0
120249702447930167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!JoinLastweek-1011-1080x1350,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_rtg,6,2,2,,,2,,2,2,0.0
120249918769370167,c1!UGC_c2!video_c3!ugc_c4!entertainment_c5!ongoing_c6!MIP-kevins_lifesnotte_c7!pun_c8!english-break-through_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,2,2,2,,,,2,2,0.0
120246000716790167,c1:Video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:shasha77_c7:ValueProp_c8:speak-with-me-conv-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,16,8,2,2,,,,2,2,0.0
120247011579390167,c1!UGC_c2!video_c3!ugc_c4!productdemo_c5!ongoing_c6!AI-gen_c7!Outcome_c8!Workplace-ColleagueCompliment_3display,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,12,2,,2,,,2,2,752.0
120248898278710167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!atiendai_c7!Product_c8!vs-online-course,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,12,6,2,2,,,,2,2,432.0
120248719873780167,c1!Static_c2!image_c3!generic_c4!testimonial_c5!ongoing_c6!na_c7!Testimonial_c8!InstagramStory-Native-,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,18,8,2,2,,,,2,2,0.0
120249459615680167,c1!n/a_c2!video_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!brandvideo-og-post,tw_meta_video_web_tw-en_pros_awareness_promo_disc_TW_26Q3_BrandCampaign_Thruplay_brandmarketing,2,2,2,2,,,,2,2,0.0
120245867682590167,c1!Static_c2!image_c3!generic_c4!productdemo_c5!ongoing_c6!na_c7!Product_c8!Career-Interview-BlankMind-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,8,6,2,2,,,,2,2,0.0
120246280903630167,c1!Video_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!SpeakMethod_c8!Andrew-SpeakMethod-frameEncouraged-,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,4,2,,2,,,2,2,757.0
7001137322392,c1:E836-20260710_c2:video_c3:ugc_c4:testimonial_c5:ongoing_c6:me_international_igr_c7:no-opportunity-orignal_c8:na,JP_Meta_iOS_Start_Trial_AEM_Personas,2,2,2,,2,,,2,2,727.0
120249597116690167,c1!Motion_c2!video_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!Confidence-Bar-1080x1920,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,4,2,2,,2,,,2,2,0.0
120249779562330167,c1!Video_c2!video_c3!influencer_c4!productdemo_c5!promo_c6!harryspeaks_c7!26Q3Campaign_c8!og-video_c9!app,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,12,2,,,,,2,2,94.0
120246280866310167,c1!Static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!PainPoint_c8!NoteBigCharacter-AfraidOfSpeaking-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,18,12,2,2,,,1,2,2,437.0
120249991458770167,c1!UGC_c2!video_c3!whitelist_c4!speakmethod_c5!ongoing_c6!MIP-cocoinfinland_c7!vlog_c8!international-relationship_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,30,16,2,2,,,,4,2,0.0
120248898277700167,c1!UGC_c2!image_c3!ugc_c4!painpoint _c5!ongoing_c6!Jessica_c7!BA.lifestyle.walking_c8!DontLetEnglishHoldYouBack_v1_OG,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,16,8,2,,,,,4,,
120248334933310167,c1!Static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!PainPoint_c8!Comic-RealTutor-299-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,8,4,2,2,,,2,2,2,0.0
120249641276270167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!Blog-speak-learning-method-review,tw_meta_standard_web_tw-en_pros_awareness_promo_disc_TW_26Q3_BrandCampaign_Traffic_brandmarketing,34,20,2,,2,,,2,2,0.0
120249439270300167,c1!n/a_c2!video_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!brandvideo-fullc1!n/a_c2!video_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!brandvideo-full,tw_meta_video_web_tw-en_pros_awareness_promo_disc_26Q3-Campaign_M3_brandmarketing,52,12,2,2,,,,6,2,1178.0
120250114986290167,c1!UGC_c2!video_c3!ugc_c4!senario_c5!promo_c6!Jenny_c7!hook.realscene.fulleng_c8!InterviewSalaryNegotiation-v1_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,20,8,2,2,,,,7,2,0.0
120248335034210167,c1!na_c2!video_c3!influencer_c4!problemsolution_c5!ongoing_c6!drama_engbook_c7!Testimonial_c8!why_using_speak_0625,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,4,2,,2,,,2,2,0.0
120246005437580167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Outcome_c8!BAComparison-Career-B-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,2,2,,2,,,2,2,0.0
6968039734392,c1_CL-1-006-1.9.26_c2_video_c3_partnership_c4_OrganicContentPulldown_c5_ongoing_c6_Lucas_c7_tired-of-being-no-sabo-lets-learn-spanish-together-28s_c8_New_Partnership,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs-2,2,2,2,,2,,,2,2,93.0
120248898291360167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!atiendai_c7!Product_c8!og-video,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,30,20,2,,2,,,2,2,957.0
120250211406300167,c1!UGC_c2!video_c3!ugc_c4!senario_c5!promo_c6!Jenny_c7!hook.realscene.fulleng_c8!InterviewSalaryNegotiation-v2-cut_c9!app-cpr,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,22,8,2,2,,,,4,2,0.0
6942074751992,c1:CL-10-082_c2:video_c3:ugc_c4:productdemo_c5:ongoing_c6:Aydreon_c7:POV-make-coffe-become-bilingual-with-this-app-14s_c8:New-PartnershipPage_P2_HIT,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,2,4,2,2,,,1,2,2,0.0
120247888457690167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!chuchushoetw_c7!ValueProp_c8!og-video_retest_winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,20,14,2,2,,,,2,2,0.0
120250211383450167,c1!UGC_c2!video_c3!whitelist_c4!speakmethod_c5!ongoing_c6!MIP-cocoinfinland_c7!vlog_c8!international-relationship_c9!app-cpr,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,14,10,2,2,,,,4,2,0.0
120249919047430167,c1!UGC_c2!video_c3!ugc_c4!senario_c5!ongoing_c6!MIP-yoyo_business_english_c7!oneshot_c8!teach-egnlish_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,18,10,2,2,,,,2,2,441.0
120249990578130167,c1!UGC_c2!video_c3!whitelist_c4!painpoint _c5!ongoing_c6!MIP-kellyyen0122_c7!oneshot_c8!ai-conversion-interview_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,12,2,2,,,,3,2,0.0
6989112644392,c1_CL-6-1015-6.18.26_c2_video_c3_ugc_c4_Functional-General-Proof_c5_ongoing_c6_Ryanne_c7_before-after-basic-to-fluent-cheat-code-to-spanish-cutdown-27s_c8_Iteration_P2_HIT,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_cousin-labs,2,2,2,2,,,2,2,2,0.0
120245867700400167,c1!Static_c2!image_c3!generic_c4!productdemo_c5!ongoing_c6!na_c7!Product_c8!Career-Computex-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,4,2,2,,,,2,2,0.0
120246997847200167,c1!Static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!PainPoint_c8!Comic-EngMeeting-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,2,2,2,2,,,,2,2,0.0
120250212055790167,c1!UGC_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!MIP-sunthing_c7!oneshot.drink_c8!ig-qa-session_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,6,2,2,2,,,,2,2,440.0
120249698063470167,c1!na_c2!video_c3!influencer_c4!testimonial_c5!ongoing_c6!jessaminenglish_c7!testimonial_c8!26Q3-jess-og-adcode,HK_Meta_N/A_iOS_Trials_AEM,4,4,2,,2,,,2,2,0.0
120246000716800167,c1:Video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:ATienDai_c7:ValueProp_c8:speak-with-me-conv-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,24,12,2,2,,,1,2,2,0.0
120250114976980167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Outcome_c8!BAComparison-Travel-B-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,8,2,2,,,,2,3,538.0
120249918894470167,c1!UGC_c2!video_c3!ugc_c4!painpoint _c5!ongoing_c6!MIP-sanawu33_c7!oneshot_c8!english-degrade_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,6,2,2,,,1,2,2,0.0
6966914551592,c1:E764-20260605_c2:video_c3:ugc_c4:valueprop_c5:ongoing_c6:maru_c7:how-do-you-say-coffee_c8:na,JP_Meta_iOS_Trial_Advantage+,6,2,2,,2,,,2,2,739.0
120246363710970167,c1:UGC15_c2:video_c3:ugc_c4:problemsolution_c5:ongoing_c6:Jenna_c7:HowToImprove_c8:winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning2,22,8,2,2,,,2,2,2,0.0
120246997845970167,c1!Static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!PainPoint_c8!Comic-RealTutor-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,4,2,2,2,,,1,2,2,0.0
120249017782920167,c1!UGC_c2!image_c3!whitelist_c4!valueprop_c5!ongoing_c6!MIP-alicechenlife_c7!BA.lifestyle.testscore_c8!9-year-in-us,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,26,18,2,2,,,,2,2,0.0
120249918716020167,c1!UGC_c2!video_c3!ugc_c4!senario_c5!ongoing_c6!MIP-linwen_stay_c7!abroadlife.vlog_c8!speak-without-fear_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,8,5,2,2,,,,2,2,0.0
120247254596060167,c1_na_c2_video_c3_influencer_c4_valueprop_c5_promo_c6_Petersunreview_c7_justspeak_c8_0616,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,6,4,2,2,,,1,2,2,440.0
120249702447910167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!BA-Discount1011-1080x1080,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_rtg,2,2,1,,1,,,1,1,564.0
120249291575560167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!speak-without-fear-tw,HK_Meta_N/A_iOS_Trials_AEM,4,2,,,,,,,,
120249249978540167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!Teaser,tw_meta_standard_web_tw-en_pros_awareness_promo_disc_26Q3-Campaign_Traffic_brandmarketing,16,12,,,,,,4,2,539.0
120249469567030167,c1!UGC_c2!video_c3!ugc_c4!painpoint _c5!promo_c6!Camel_c7!testimonial.BA.hook_c8!WorkplaceEngComms-v3-FluentCoworker,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,16,9,,,,,,,,
6986471155792,c1-10SCL_9x16_SPEAK-211_10Sc_JUN26_ITR_195_IN_V-U_2.mov_c2-video_c3-060626_P2,us_meta_standard_iOS_en-xx_pros_trial_ongoing_no-disc_BAU_10scale,2,,,,,,,,,
