af_ad_id,af_ad,campaign,af_installs,af_signups,af_trials,af_trials_annual_reg,af_trials_annual_plus,af_trials_monthly,af_trial_cancelled,af_rc_purchase,af_trial_or_purchase,af_top_rev
120246912412500167,c1!UGC_c2!video_c3!ugc_c4!productdemo_c5!ongoing_c6!hua_c7!UserTestimonials_c8!2026ResolutionEnglish5M_3invest_winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,282,185,36,24,6,,8,40,38,4774.0
120241247499230167,c1:na_c2:video_c3:generic_c4:valueprop_c5:ongoing_c6:na_c7:26BrandCampaign_c8:TVC30s-Wife,tw_meta_video_web_tw-en_pros_awareness_ongoing_no-disc_brandmarketing,150,92,36,24,7,3,7,35,36,4211.0
120246694232840167,c1:UGC44_c2:video_c3:ugc_c4:testimonial_c5:ongoing_c6:camel_c7:Outcome_c8:BA2026_MonthlyProgress,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,110,88,34,30,2,,9,36,34,1766.0
120246997861740167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!havefunytchannel_c7!SpeakMethod_c8!vsChatGPT-short,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,152,104,34,30,2,2,3,36,34,2739.0
120248530261670167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!brianptseng_c7!Product_c8!og-video,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,124,79,34,24,6,4,14,40,34,2119.0
120247011580490167,c1!UGC_c2!video_c3!ugc_c4!productdemo_c5!ongoing_c6!AI-gen_c7!Outcome_c8!Workplace-ColleagueCompliment_1direct,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,94,76,33,27,4,,5,33,33,2361.0
120249135201100167,c1!UGC_c2!image_c3!whitelist_c4!valueprop_c5!ongoing_c6!MIP-alicechenlife_c7!BA.lifestyle.testscore_c8!9-year-in-us_winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,190,113,32,21,9,,10,38,32,4135.0
120248686842540167,c1!Video_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Credibility_c8!Connor-KeySkillsInTheAIEra-2cut_winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,164,100,32,24,6,2,6,34,32,4382.0
120246363710980167,c1:UGC18_c2:video_c3:ugc_c4:problemsolution_c5:ongoing_c6:hua_c7:dailyENlearning_c8:na,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning2,150,107,32,28,2,2,4,36,32,3084.0
120250212023880167,c1!UGC_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!MIP-christines_talk_c7!oneshot.lifestyle_c8!english-environment_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,128,90,31,20,5,,5,33,31,1618.0
120249784181830167,c1!Video_c2!video_c3!influencer_c4!productdemo_c5!promo_c6!harryspeaks_c7!26Q3Campaign_c8!og-video_c9!app_scaling,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,118,88,31,21,6,,2,33,31,2649.0
120246363711050167,c1:S30_c2:image_c3:generic_c4:valueprop_c5:ongoing_c6:na_c7:26CampaignIteration_c8:Confidience86p-1080x1080,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning2,142,96,31,27,4,,8,33,34,4640.0
120248324906930167,c1!UGC_c2!video_c3!ugc_c4!productdemo_c5!ongoing_c6!AI-gen_c7!Outcome_c8!Workplace-ColleagueCompliment_2practice_winning_scaling,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,150,89,31,23,6,,2,41,31,2058.0
120247333574270167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!havefunytchannel_c7!SpeakMethod_c8!vsChatGPT-short_winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,144,84,30,22,4,2,5,38,31,2938.0
120248341577480167,c1!Video_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Credibility_c8!Connor-KeySkillsInTheAIEra-2cut,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,84,66,30,10,14,4,6,31,30,2138.0
120249017877220167,c1!UGC_c2!image_c3!whitelist_c4!valueprop_c5!ongoing_c6!MIP-emily_life_c7!AllEnHook_c8!learning-technique-sharing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,78,60,27,22,2,2,4,27,26,2358.0
120249020624430167,c1!UGC_c2!video_c3!ugc_c4!testimonial_c5!ongoing_c6!JPkol_c7!BA.lifestyle_c8!JapanOfficeGuyVlog,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,108,76,26,20,4,2,7,29,26,2994.0
120249779562110167,c1!Video_c2!video_c3!influencer_c4!productdemo_c5!promo_c6!dachien_c7!26Q3Campaign_c8!police-conversation_c9!app,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,106,86,26,22,2,2,4,32,28,555.0
120249069983680167,c1!UGC_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!MIP-happygang5215_c7!OpenQuestion_c8!learn-with-child,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,82,67,26,20,4,2,2,28,26,3625.0
120248719912650167,c1!UGC_c2!video_c3!ugc_c4!testimonial_c5!ongoing_c6!MIP-asianleadership_c7!UserTestimonials_c8!FromSilenttoSpeakingUp,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,116,77,26,22,2,2,7,26,26,1930.0
120249089572460167,c1!UGC_c2!video_c3!whitelist_c4!valueprop_c5!ongoing_c6!MIP-emily_life_c7!AllEnHook_c8!learning-technique-sharing_scaling,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,94,67,25,17,2,6,2,24,25,1820.0
120246363710740167,c1:RW_S14CB_NotesScreenshot_Humor_zh-en_1x1_tw_humor_effective_03/10/2025_c2:RW_c3:S14CB_c4:NotesScreenshot_Humor_c5:zh-en_c6:1x1_c7:tw_c8:humor_c9:effective_c10:45610_c11:visual-background_c12:not-applicable_c13:not-applicable_c14:not-applicable_c15,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning2,142,80,24,12,8,4,6,30,26,2510.0
120246282591040167,c1!UGC_c2!video_c3!ugc_c4!productdemo_c5!ongoing_c6!hua_c7!UserTestimonials_c8!2026ResolutionEnglish5M_3invest,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,80,54,24,24,,,2,28,24,2726.0
120250308343730167,c1!UGC_c2!video_c3!ugc_c4!senario_c5!promo_c6!Qing_c7!BA.walking.realproof_c8!solo-travel-eng-rescue-v2-result_c9!,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,94,67,24,16,6,,2,26,24,0.0
120243701212520167,c1:UGC6_c2:video_c3:ugc_c4:problemsolution_c5:ongoing_c6:Qing_c7:EnglishIntrovert_c8:na,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,122,86,24,15,4,2,3,28,24,2131.0
120249357534590167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!speak-without-fear,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,130,62,23,16,2,1,6,29,23,835.0
120249176071730167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!speak-without-fear,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,124,90,22,18,2,,2,22,20,2914.0
120248341561120167,c1!Motion_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Outcome_c8!3750sentences-1080x1920,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,68,40,22,15,3,4,4,26,22,2275.0
120249689386320167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!P2-Countdown-Day1-1080x1350,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,76,42,22,10,9,1,8,22,22,438.0
120249089547390167,c1!UGC_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!MIP-kellyyangdes_c7!PatternInterrupt_c8!pineapple-cutting_winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,106,80,22,12,6,4,4,24,22,1496.0
120249642037430167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!frame-learning_c8!keep-learning_winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,122,44,20,18,,,4,30,20,2251.0
120247888972120167,c1!Static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!PainPoint_c8!Comic-EngMeeting_scaling,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,72,58,20,18,2,,5,20,20,875.0
120249991414980167,c1!UGC_c2!video_c3!whitelist_c4!painpoint _c5!ongoing_c6!MIP-saraworld_c7!aboardlife.sharing_c8!highschool-english-fail_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,70,48,18,12,4,,,18,18,1764.0
120248720012760167,c1!Static_c2!image_c3!generic_c4!testimonial_c5!ongoing_c6!na_c7!Testimonial_c8!InstagramStory-Introvert-,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,52,40,17,12,2,,2,19,16,1774.0
120249642550580167,c1!n/a_c2!video_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!brick-career-og-post,tw_meta_video_web_tw-en_pros_awareness_promo_disc_TW_26Q3_BrandCampaign_Reach_brandmarketing,52,37,16,14,2,,3,16,16,2189.0
120246280884370167,c1!Static_c2!image_c3!generic_c4!testimonial_c5!ongoing_c6!na_c7!Testimonial_c8!ThreadsPost-Career-AITutor-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,71,48,16,8,8,,6,20,16,1294.0
120249652815090167,c1!UGC_c2!video_c3!ugc_c4!testimonial_c5!ongoing_c6!Qing_c7!Product_c8!DoesAIEnglishLearningWork_2humantutor_scaling,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,56,45,14,11,2,,,14,13,658.0
120249018598560167,c1!UGC_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!MIP-kellyyangdes_c7!PatternInterrupt_c8!pineapple-cutting,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,42,34,14,6,6,2,,14,14,324.0
120249176070740167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!no-pressure,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,28,24,14,4,4,4,,14,12,1278.0
120250114976680167,c1!UGC_c2!video_c3!ugc_c4!speakmethod_c5!promo_c6!Sophia_c7!hook.testimonial_c8!OutputInputAndSpeakMethod-v1-full,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,76,54,14,10,,,,18,14,1642.0
120248964820460167,c1!Motion_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Outcome_c8!3750sentences-1080x1920_scaling,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,60,46,14,14,,,2,16,14,1187.0
120246363710890167,c1!na_c2!image_c3!influencer_c4!valueprop_c5!ongoing_c6!charliecareer_c7!ValueProp_c8!Foreign-Company-Scenarios-winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning2,64,44,14,10,2,2,2,18,14,1214.0
120250094596930167,c1!UGC_c2!video_c3!ugc_c4!painpoint _c5!ongoing_c6!MIP-chenchensiss_c7!vlog.walking.allenglish_c8!taiwanese-good-at-english-yesandno_c9!app-cpr,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,142,83,14,8,6,,3,20,14,1200.0
120249089633250167,c1:Video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:ATienDai_c7:ValueProp_c8:speak-with-me-conv_winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,110,62,14,8,4,2,,22,14,741.0
120249641997610167,c1!UGC_c2!video_c3!ugc_c4!testimonial_c5!ongoing_c6!Qing_c7!Product_c8!DoesAIEnglishLearningWork_2humantutor_winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,64,26,13,11,2,,4,15,13,2391.0
120248715194060167,c1!Video_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Credibility_c8!Connor-KeySkillsInTheAIEra-2cut_scaling,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,44,34,12,10,2,,4,12,12,2047.0
120246438347130167,c1!UGC_c2!video_c3!ugc_c4!productdemo_c5!ongoing_c6!SWM-Sophia_c7!UserTestimonials_c8!ComputexD2_og_post,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,30,24,12,6,2,2,7,14,12,163.0
120249606618210167,c1!n/a_c2!video_c3!influencer_c4!campaign_c5!promo_c6!howfunofficial_c7!26Q3Campaign_c8!og-video,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,76,36,12,8,4,,4,18,12,874.0
120249176072690167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!frame-spanish_c8!no-pressure,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,34,24,12,10,2,,3,12,12,1414.0
120249020715110167,c1!UGC_c2!video_c3!ugc_c4!testimonial_c5!ongoing_c6!Qing_c7!Product_c8!DoesAIEnglishLearningWork_1og,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,24,22,12,8,4,,,15,14,1721.0
120245867742990167,c1!Static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!PainPoint_c8!Career-Computex-BlankMind-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,28,26,12,10,2,,4,12,12,663.0
120249779562090167,c1!Video_c2!video_c3!influencer_c4!productdemo_c5!promo_c6!morning.jason_c7!26Q3Campaign_c8!og-video_c9!app,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,76,52,12,8,2,,,14,12,894.0
120245417330640167,c1:Video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:shasha77_c7:ValueProp_c8:speak-with-me-conv-winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,60,46,12,8,2,,1,14,12,536.0
120246282571790167,c1!UGC_c2!video_c3!ugc_c4!productdemo_c5!ongoing_c6!hua_c7!UserTestimonials_c8!2026ResolutionEnglish5M_2cut,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,12,14,12,8,,,4,14,12,533.0
120249761319820167,c1!n/a_c2!image_c3!influencer_c4!problemsolution_c5!promo_c6!bettywu_c7!26Q3Campaign_c8!og-post_c9!scaling,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,72,30,12,10,2,,2,12,12,2067.0
120249469568100167,c1!Static_c2!image_c3!generic_c4!outcome_c5!ongoing_c6!na_c7!progress_c8!LINE26Q3Day1,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,44,28,11,4,7,,2,11,11,1313.0
120248719893710167,c1!na_c2!video_c3!generic_c4!senario_c5!ongoing_c6!na_c7!US-winning_c8!start-tomorrow,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,36,22,10,6,,2,1,14,10,523.0
120246694266000167,c1:na_c2:video_c3:influencer_c4:productdemo_c5:ongoing_c6:morning.jason_c7:Influencer_c8:Original-Reels,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,82,54,10,10,,,2,10,10,883.0
120249641760720167,c1!UGC_c2!video_c3!ugc_c4!problemsolution_c5!ongoing_c6!MIP-bpw.study_c7!share.learnskill_c8!how-i-promo-myself,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,46,23,10,6,4,,2,10,10,1186.0
120246000716820167,c1:UGC6_c2:video_c3:ugc_c4:problemsolution_c5:ongoing_c6:Qing_c7:EnglishIntrovert_c8:na-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,240,148,10,8,2,,,12,10,442.0
120247256194240167,c1!UGC_c2!video_c3!whitelist_c4!testimonial_c5!ongoing_c6!SWM-Tsai_c7!Testimonial_c8!2-Weeks-Testmonial,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,32,26,10,6,2,,,12,10,1284.0
120247235137270167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!scps_jia_c7!Product_c8!og-reels,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,32,26,9,8,1,,1,9,9,440.0
120250308384310167,c1!UGC_c2!video_c3!ugc_c4!problemsolution_c5!promo_c6!AI-Miso_c7!BA.Theory.AIillu_c8!shadowing-to-input-output-v2-footage_c9!,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,28,10,9,9,,,,9,9,0.0
120246280873500167,c1!Static_c2!image_c3!generic_c4!productdemo_c5!ongoing_c6!na_c7!Product_c8!MagicDictionary-10minsADay-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,44,28,8,4,2,,4,10,8,536.0
120249469567140167,c1!UGC_c2!video_c3!ugc_c4!senario_c5!promo_c6!Jenny_c7!hook.realscene.fulleng_c8!InterviewSalaryNegotiation-v2-cut,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,22,14,8,4,2,,2,8,8,94.0
120249439726280167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!eaglish.fam_c7!Product_c8!og-video_26q3,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,36,20,8,6,2,,2,10,8,433.0
120249992335170167,c1!UGC_c2!video_c3!whitelist_c4!speakmethod_c5!ongoing_c6!MIP-kaooopei_c7!qa_c8!ask-question-to-boyfriend_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,24,18,8,8,,,3,8,8,0.0
120249776482190167,c1!Video_c2!video_c3!influencer_c4!productdemo_c5!promo_c6!morning.jason_c7!26Q3Campaign_c8!og-video_c9!scaling,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,28,16,8,6,2,,1,8,8,0.0
120249176072350167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!frame-learning_c8!keep-learning,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,36,26,8,8,,,,8,8,619.0
120250329291480167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!eaglish.fam_c7!Product_c8!og-video_c9!app-scaling,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,36,26,8,6,,,,12,8,0.0
120249992963230167,c1!UGC_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!MIP-yclife_c7!vlog.parent_c8!learn-with-kid_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,12,8,4,2,,2,8,8,1638.0
120249114098820167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!atiendai_c7!Product_c8!og-video_winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,62,44,8,4,2,2,,8,10,1926.0
120250114977080167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Outcome_c8!BAComparison-Travel-A-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,26,14,8,2,,,2,8,8,443.0
120249439464980167,c1!Motion_c2!video_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!2026TimeCurve-Discount1198-1080x1920,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,40,16,8,4,4,,1,10,8,767.0
120250211380190167,c1!UGC_c2!video_c3!whitelist_c4!painpoint _c5!ongoing_c6!MIP-saraworld_c7!aboardlife.remoworker_c8!ai-conversion-self-discipline_c9!app-scaling,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,18,14,8,4,4,,,10,8,440.0
120249439392570167,c1!Motion_c2!video_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!BlooDiscount-Over1000-1080x1920,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_rtg,22,12,8,8,,,,8,8,867.0
120246694266050167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!TecherVincent_c7!ValueProp_c8!og-video,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,12,14,8,6,2,,,8,8,1529.0
120249105317450167,c1!UGC_c2!image_c3!whitelist_c4!valueprop_c5!ongoing_c6!MIP-alicechenlife_c7!BA.lifestyle.testscore_c8!9-year-in-us_winning,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,66,42,8,8,,,8,10,8,0.0
120248898263350167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!ValueProp_c8!Billboard-FromSpeak-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,16,16,8,2,4,2,2,8,8,834.0
120249641408980167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!Blog-espeak-app-for-beginners,tw_meta_standard_web_tw-en_pros_awareness_promo_disc_TW_26Q3_BrandCampaign_Traffic_brandmarketing,44,20,8,6,2,,,10,8,769.0
120249992189790167,c1!UGC_c2!video_c3!whitelist_c4!speakmethod_c5!ongoing_c6!MIP-shiiiwen_c7!oneshot.personalevent_c8!break-up-Motivation_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,20,22,8,6,,,2,8,8,536.0
120248720435220167,c1!na_c2!image_c3!ugc_c4!senario_c5!ongoing_c6!miso.speaks_c7!Interview_c8!interview-tips-carousel,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,26,21,8,6,,2,,10,10,978.0
120250211394320167,c1!UGC_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!MIP-amychou_c7!oneshot.appscreen_c8!en-esp-restaurant_c9!app-scaling,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,26,18,7,7,,,,7,7,0.0
120249761543890167,c1!n/a_c2!image_c3!influencer_c4!testimonial_c5!promo_c6!foxhsiao_c7!26Q3Campaign_c8!og-post_c9!scaling,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,88,30,7,2,4,,1,11,7,71.0
120249020669720167,c1!Video_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Credibility _c8!Andrew-Tech-frame-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,30,9,7,5,,2,,9,7,433.0
6977353302192,JP_E211_260109_maru_11-Vlog_4-quiz_General,JP_Meta_iOS_Trial_Advantage+,28,12,6,4,2,,,6,6,728.0
120249017985740167,c1!UGC_c2!video_c3!whitelist_c4!testimonial_c5!ongoing_c6!MIP-asianleadership_c7!UserTestimonials_c8!og-post,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,14,11,6,2,,2,3,6,6,0.0
120248612260260167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!bigeartv_c7!Product_c8!og-video,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,16,8,6,6,,,,8,6,870.0
120246280902840167,c1!Video_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!SpeakMethod_c8!Andrew-SpeakMethod-framePainpoint-,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,20,16,6,2,4,,2,8,6,564.0
120241246558830167,c1:na_c2:video_c3:generic_c4:valueprop_c5:ongoing_c6:na_c7:26BrandCampaign_c8:TVC60s,tw_meta_video_web_tw-en_pros_awareness_ongoing_no-disc_brandmarketing,24,15,6,6,,,,6,7,1317.0
120246282589460167,c1!UGC_c2!video_c3!ugc_c4!productdemo_c5!ongoing_c6!hua_c7!UserTestimonials_c8!2026ResolutionEnglish5M_1full,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,18,16,6,4,2,,,6,6,1200.0
120249018197870167,c1!UGC_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!MIP-xlittleprince_c7!indoorselfie.vs_c8!vs-cramschool,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,28,22,6,4,2,,,6,6,0.0
120249481607080167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!eaglish.fam_c7!Product_c8!og-video_26q3,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,36,8,5,3,,2,,6,5,0.0
120249641651420167,c1!UGC_c2!video_c3!ugc_c4!boldclaim _c5!ongoing_c6!MIP-lavendora_c7!testimonial.AboardLife_c8!product-walk-through,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,34,24,5,5,,,2,5,5,0.0
120249439192200167,c1!n/a_c2!video_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!brandvideo-30s,tw_meta_video_web_tw-en_pros_awareness_promo_disc_26Q3-Campaign_M3_brandmarketing,44,28,5,3,,2,2,7,5,325.0
120248898272860167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!atiendai_c7!Product_c8!speak-product,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,16,13,5,3,,2,3,5,5,324.0
120245867679860167,c1!Static_c2!image_c3!generic_c4!productdemo_c5!ongoing_c6!na_c7!Product_c8!Career-Interview-14days-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,12,8,5,3,,,,5,5,427.0
120249641611010167,c1!UGC_c2!video_c3!ugc_c4!problemsolution_c5!ongoing_c6!MIP-Youth.May_c7!testimonial.BA.AboardLife_c8!product-walk-through,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,34,14,4,2,,,,6,4,532.0
120246363710920167,c1:M19_c2:video_c3:motion_c4:testimonial_c5:ongoing_c6:na_c7:MotionTestimonial_c8:JPwinning-textandwave,tw_meta_standard_ios_tw-en_pros_trial_ongoing_wining2,12,8,4,4,,,2,6,4,0.0
120249990690510167,c1!UGC_c2!video_c3!whitelist_c4!painpoint _c5!ongoing_c6!MIP-mrjun_c7!oneshot.home_c8!fear-speak-interview_c9!,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,22,16,4,4,,,,4,4,0.0
120249596362180167,c1!Static_c2!image_c3!generic_c4!campaign_c5!promo_c6!na_c7!26Q3Campaign_c8!Line-1080x1080_scaling,tw_meta_standard_web_tw-en_pros_purchase_promo_disc_TW_26Q3_BrandCampaign_asc_scaling,10,8,4,,,2,2,4,4,0.0
120249642702000167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!speak-without-fear,tw_meta_video_web_tw-en_pros_awareness_promo_disc_TW_26Q3_BrandCampaign_Reach_brandmarketing,14,10,4,2,,2,2,4,4,509.0
120248341547190167,c1!Static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!Outcome_c8!3750sentences-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,18,16,4,4,,,,4,4,862.0
