ad_id,ad_name,campaign_name,creative_id,format,content_type,category,concept,creator_name,preview,first_date,last_date,active_days
120248341548470167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!valueprop_c8!compareboba-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/20K1oA1xMqhBZh5,2026-07-01,2026-07-11,8
120246005443330167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!valueprop_c8!comparecoffee-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/25dCi2bHR5MJstV,2026-06-01,2026-06-01,1
120245904196600167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!valueprop_c8!handwritingnote-career-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1UvADTVYOr0m61F,2026-06-01,2026-06-01,1
120246280866870167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!valueprop_c8!june14daysconfidence-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1SxYCXuwS1rTmJq,2026-06-02,2026-06-25,22
120248898277700167,c1!ugc_c2!image_c3!ugc_c4!painpoint _c5!ongoing_c6!jessica_c7!ba.lifestyle.walking_c8!dontletenglishholdyouback_v1_og,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2rmKq3E9tUGL1bW,2026-07-13,2026-07-15,3
120248898277620167,c1!ugc_c2!image_c3!ugc_c4!painpoint _c5!ongoing_c6!jessica_c7!ba.lifestyle.walking_c8!dontletenglishholdyouback_v2_engiperson,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2l308KM8t9yYXnq,2026-07-13,2026-07-14,2
120249017782920167,c1!ugc_c2!image_c3!whitelist_c4!valueprop_c5!ongoing_c6!mip-alicechenlife_c7!ba.lifestyle.testscore_c8!9-year-in-us,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2bYprVTK3zI6e6J,2026-07-16,2026-07-19,4
120249017877220167,c1!ugc_c2!image_c3!whitelist_c4!valueprop_c5!ongoing_c6!mip-emily_life_c7!allenhook_c8!learning-technique-sharing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/22xH8bSiqHj3MyY,2026-07-16,2026-07-20,5
120249641651420167,c1!ugc_c2!video_c3!ugc_c4!boldclaim _c5!ongoing_c6!mip-lavendora_c7!testimonial.aboardlife_c8!product-walk-through,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/29VboaoZpJkjaui,2026-08-08,2026-08-11,4
120249918769370167,c1!ugc_c2!video_c3!ugc_c4!entertainment_c5!ongoing_c6!mip-kevins_lifesnotte_c7!pun_c8!english-break-through_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1QRdksnJT2Zg60l,2026-08-20,2026-08-26,7
120249918980570167,c1!ugc_c2!video_c3!ugc_c4!painpoint _c5!ongoing_c6!mip-chenchensiss_c7!vlog.walking.allenglish_c8!taiwanese-good-at-english-yesandno_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/26ZP7CXAOv2Um5P,2026-08-20,2026-09-01,13
120249918894470167,c1!ugc_c2!video_c3!ugc_c4!painpoint _c5!ongoing_c6!mip-sanawu33_c7!oneshot_c8!english-degrade_c9!app-testing,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,,2026-08-20,2026-08-25,6
120249469567030167,c1!ugc_c2!video_c3!ugc_c4!painpoint _c5!promo_c6!camel_c7!testimonial.ba.hook_c8!workplaceengcomms-v3-fluentcoworker,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1SKS3oKWEk5qSK3,2026-08-09,2026-08-17,9
120249641760720167,c1!ugc_c2!video_c3!ugc_c4!problemsolution_c5!ongoing_c6!mip-bpw.study_c7!share.learnskill_c8!how-i-promo-myself,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1W2GA3ctjUBk5Pn,2026-08-08,2026-08-10,3
