ad_id,ad_name,campaign_name,creative_id,format,content_type,category,concept,creator_name,preview,first_date,last_date,active_days
120246001466150167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!howhowhasfriends_c7!valueprop_c8!speak-system-introvert-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,,,,,,,https://fb.me/2kj51XgWXdqMN4m,2026-06-01,2026-06-01,1
120246000716810167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!howhowhasfriends_c7!valueprop_c8!speak-system-introvert-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,,,,,,,https://fb.me/208ggHtrEzlzrlo,2026-06-01,2026-06-01,1
120246000716820167,c1:ugc6_c2:video_c3:ugc_c4:problemsolution_c5:ongoing_c6:qing_c7:englishintrovert_c8:na-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,ugc6,video,ugc,problemsolution,englishintrovert,qing,https://fb.me/2pS4cLL20WY60Bz,2026-06-01,2026-06-02,2
120246001466170167,c1:ugc6_c2:video_c3:ugc_c4:problemsolution_c5:ongoing_c6:qing_c7:englishintrovert_c8:na-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,ugc6,video,ugc,problemsolution,englishintrovert,qing,https://fb.me/2hS75Q2nam7bt5O,2026-06-01,2026-06-02,2
120246000716800167,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:atiendai_c7:valueprop_c8:speak-with-me-conv-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,video,video,influencer,productdemo,valueprop,atiendai,https://fb.me/27XgqyrVlSrfzsf,2026-06-01,2026-06-02,2
120246001466180167,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:atiendai_c7:valueprop_c8:speak-with-me-conv-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,video,video,influencer,productdemo,valueprop,atiendai,https://fb.me/1RdZbfFxtuU1WRx,2026-06-01,2026-06-02,2
120246000716910167,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:illyandlean_c7:valueprop_c8:speak-with-me-conv-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,video,video,influencer,productdemo,valueprop,illyandlean,https://fb.me/2cPp0pGxTePIPAK,2026-06-01,2026-06-02,2
120246001466160167,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:illyandlean_c7:valueprop_c8:speak-with-me-conv-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,video,video,influencer,productdemo,valueprop,illyandlean,https://fb.me/2iSc59FzSyzFH82,2026-06-01,2026-06-02,2
120246000716790167,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:shasha77_c7:valueprop_c8:speak-with-me-conv-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,video,video,influencer,productdemo,valueprop,shasha77,https://fb.me/29WcrU4fIMHueRO,2026-06-01,2026-06-02,2
120246001466140167,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:shasha77_c7:valueprop_c8:speak-with-me-conv-scaling,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,video,video,influencer,productdemo,valueprop,shasha77,https://fb.me/2nGtwMfwV4n5YWZ,2026-06-01,2026-06-02,2
120248341561120167,c1!motion_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!3750sentences-1080x1920,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/26pAIxyBHpNqqDz,2026-06-30,2026-07-19,20
120249779562150167,c1!n:a_c2!video_c3!influencer_c4!campaign_c5!promo_c6!illyandlean_c7!26q3campaign_c8!outro-promo-long_c9!app,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/29W5fEMaY6roCW4,2026-08-13,2026-08-25,13
120248720435220167,c1!na_c2!image_c3!ugc_c4!senario_c5!ongoing_c6!miso.speaks_c7!interview_c8!interview-tips-carousel,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2Pk4HMwK2vkADud,2026-07-06,2026-07-11,6
120248719893710167,c1!na_c2!video_c3!generic_c4!senario_c5!ongoing_c6!na_c7!us-winning_c8!start-tomorrow,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2qS7GX1jtv1HWCO,2026-07-06,2026-07-12,7
120248334979440167,c1!na_c2!video_c3!influencer_c4!problemsolution_c5!ongoing_c6!drama_engbook_c7!testimonial_c8!input_output_short,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1URp9aMu7mh31CU,2026-06-29,2026-07-06,8
120248335034210167,c1!na_c2!video_c3!influencer_c4!problemsolution_c5!ongoing_c6!drama_engbook_c7!testimonial_c8!why_using_speak_0625,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2ayDZ41B4DEqUPy,2026-06-29,2026-07-09,11
120248898291360167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!atiendai_c7!product_c8!og-video,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2E2LQs0wgbt4GjW,2026-07-13,2026-07-22,6
120248898272860167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!atiendai_c7!product_c8!speak-product,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2d5n7qu0IERwyCe,2026-07-12,2026-07-16,5
120248898278710167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!atiendai_c7!product_c8!vs-online-course,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2u81zVMhqfprZfR,2026-07-13,2026-07-15,3
120248612147470167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!bigeartv_c7!product_c8!og-reel,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1VpFrtXKwg9fm1P,2026-07-03,2026-07-05,3
120248612260260167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!bigeartv_c7!product_c8!og-video,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/22UX5i9w8dFgU3p,2026-07-03,2026-07-07,5
120248530261670167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!brianptseng_c7!product_c8!og-video,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1UC5T19Du8GOnqU,2026-07-01,2026-07-03,3
120247187088560167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!chuchushoetw_c7!valueprop_c8!og-video,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1RrLDeYMQCszqwH,2026-06-15,2026-06-16,2
120248718399620167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!eaglish.fam_c7!product_c8!og-video,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1UHrCKNkwIPWTLs,2026-07-06,2026-07-09,4
120247189268040167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!garytalk369_c7!valueprop_c8!og-reels,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/26VPHwM0uprjsJ9,2026-06-15,2026-06-28,14
120248719356730167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!harryspeaks__c7!product_c8!og-video,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1UQxZUfl1Ypz7PQ,2026-07-07,2026-07-09,3
120246997871260167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!havefunytchannel_c7!speakmethod_c8!speaksystem-short,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/29owyTGFUTgjsSV,2026-06-12,2026-06-13,2
120246997861740167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!havefunytchannel_c7!speakmethod_c8!vschatgpt-short,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1V8Tcd0yAbLihfl,2026-06-12,2026-06-16,5
120246997862210167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!havefunytchannel_c7!speakmethod_c8!walkthrough-short,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/37m4cgzKI15VSY3,2026-06-12,2026-06-25,13
120247235137270167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!scps_jia_c7!product_c8!og-reels,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2KIqFnouBhA0LLZ,2026-06-15,2026-06-16,2
120247235677870167,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!techtips_c7!valueprop_c8!og-reels,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/26nMfbsxIT9GfJM,2026-06-15,2026-06-30,13
120249176072350167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!frame-learning_c8!keep-learning,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2rtDDQ5oURB50h4,2026-07-23,2026-08-09,13
120249176072690167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!frame-spanish_c8!no-pressure,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/26lsgXLNJwfQwN7,2026-07-23,2026-08-04,12
120249176070740167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!no-pressure,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/26R4F2qOpqSCQ7V,2026-07-23,2026-07-29,7
120249176075550167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!og-video,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2ILsf6LxADvW3GF,2026-07-23,2026-07-26,4
120249176077580167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!product-demo,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1W8WniPppaT4oHE,2026-07-23,2026-08-02,11
120249176071730167,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!speak-without-fear,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/271ZM57GGHWLdP5,2026-07-23,2026-07-26,4
120249469568100167,c1!static_c2!image_c3!generic_c4!outcome_c5!ongoing_c6!na_c7!progress_c8!line26q3day1,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1VV09hTJlSTYKVm,2026-08-08,2026-08-14,7
120245867742990167,c1!static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!painpoint_c8!career-computex-blankmind-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1UIuJqZITlzxVYR,2026-06-01,2026-06-02,2
120248334931480167,c1!static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!painpoint_c8!comic-blankmind-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1VgPgmHF409xsKy,2026-06-29,2026-07-16,16
120246997847200167,c1!static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!painpoint_c8!comic-engmeeting-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/21JeZ8UQZPSLizz,2026-06-12,2026-06-24,13
120248334932420167,c1!static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!painpoint_c8!comic-engmeeting-299-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2sbqO9qsxJMyZX7,2026-06-29,2026-07-06,8
120248334930940167,c1!static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!painpoint_c8!comic-realtutor-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2mgG2iCWw0fv1Zy,2026-06-29,2026-07-11,10
120246997845970167,c1!static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!painpoint_c8!comic-realtutor-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/29tcujHFADiAX1f,2026-06-12,2026-06-24,12
120248334933310167,c1!static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!painpoint_c8!comic-realtutor-299-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/qy4QovYNBzs75Ug,2026-06-29,2026-07-06,8
120246280866310167,c1!static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!painpoint_c8!notebigcharacter-afraidofspeaking-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/21tNa2Kii5KRz8L,2026-06-02,2026-06-25,23
120245867700400167,c1!static_c2!image_c3!generic_c4!productdemo_c5!ongoing_c6!na_c7!product_c8!career-computex-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/25ES08bym7ZlLcC,2026-06-01,2026-06-01,1
120245867679860167,c1!static_c2!image_c3!generic_c4!productdemo_c5!ongoing_c6!na_c7!product_c8!career-interview-14days-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2DBT1AKjZOKCoVy,2026-06-01,2026-06-01,1
120245867682590167,c1!static_c2!image_c3!generic_c4!productdemo_c5!ongoing_c6!na_c7!product_c8!career-interview-blankmind-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/21MnfGwx06yKvjO,2026-06-01,2026-06-02,2
120245867680580167,c1!static_c2!image_c3!generic_c4!productdemo_c5!ongoing_c6!na_c7!product_c8!career-interview-stilltime-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1TfiXqMcC3UQhwL,2026-06-01,2026-06-02,2
120246280873500167,c1!static_c2!image_c3!generic_c4!productdemo_c5!ongoing_c6!na_c7!product_c8!magicdictionary-10minsaday-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1SrSkXWLFOnRAJC,2026-06-02,2026-06-26,25
120248720012760167,c1!static_c2!image_c3!generic_c4!testimonial_c5!ongoing_c6!na_c7!testimonial_c8!instagramstory-introvert-,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2hjWRLKTNJjkmlE,2026-07-07,2026-07-13,7
120248719873780167,c1!static_c2!image_c3!generic_c4!testimonial_c5!ongoing_c6!na_c7!testimonial_c8!instagramstory-native-,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2y6Gn8PE2O3cImi,2026-07-06,2026-07-14,9
120246280884370167,c1!static_c2!image_c3!generic_c4!testimonial_c5!ongoing_c6!na_c7!testimonial_c8!threadspost-career-aitutor-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2nDoq2wB8udNjk5,2026-06-02,2026-06-16,15
120246280872770167,c1!static_c2!image_c3!generic_c4!testimonial_c5!ongoing_c6!na_c7!testimonial_c8!threadspost-career-client-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2lkPsBRMxVBmYHF,2026-06-02,2026-06-10,9
120246280870660167,c1!static_c2!image_c3!generic_c4!testimonial_c5!ongoing_c6!na_c7!testimonial_c8!threadspost-career-confidence-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1Vu9l4n6NucCpiJ,2026-06-02,2026-06-03,2
120246997845950167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!1yeartimeline-2026half-,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/21XFfupPkdNbwm7,2026-06-12,2026-06-24,11
120248341533720167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!1yeartimeline-career-mnc-10mins-1080x1350,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/27Gc2S5USybXjpi,2026-06-30,2026-07-17,15
120246005441450167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!2200sentences-career-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2fHeS8QPq4TxTTR,2026-06-01,2026-06-02,2
120248341547190167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!3750sentences-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1VjhrWsQZSeBhup,2026-06-30,2026-07-18,17
120246005442010167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!3750sentences-career-painpoint-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2i0xBaYiU3Qy6A9,2026-06-01,2026-06-02,2
120250114977080167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!bacomparison-travel-a-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/22QJk0dfxmcHcax,2026-09-02,2026-09-04,3
120250114976980167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!bacomparison-travel-b-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2aIp3vc2vY1p6pp,2026-09-02,2026-09-04,3
120245867684240167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!career-computex-showeng-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/21fbPEz1iPZ6FR2,2026-06-01,2026-06-01,1
120245867680560167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!career-computex-timelimited-1080x1350,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2abik9n2dtxrkRe,2026-06-01,2026-06-02,2
120246005436870167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!plancomparison-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/yQjlDBoU7uwyTMB,2026-06-01,2026-06-01,1
120245867702310167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!product_c8!maycourse-newcontent-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1S0qdC05MgWcrvY,2026-06-01,2026-06-12,4
120245867679870167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!product_c8!maycourse-newcourse-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2eEbY8WPep0sQVS,2026-06-01,2026-06-01,1
120245867682020167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!product_c8!maycourse-rookie-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/21Z4DPDqSRulzwn,2026-06-01,2026-06-01,1
120245867679760167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!product_c8!maycourse-upgrade-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/1ZtbRtsN7mcTj7j,2026-06-01,2026-06-01,1
120248341545680167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!valueprop_c8!appnotice-career-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/2gkMVNQ90Cn4ftP,2026-06-30,2026-07-18,16
120247011565580167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!valueprop_c8!appnotice-career-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/26shyGw8nNJBtM1,2026-06-12,2026-06-24,11
120247011569420167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!valueprop_c8!appnotice-noanxiety-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/24JpLkWhWVnnqBy,2026-06-12,2026-06-27,15
120247011566490167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!valueprop_c8!appnotice-norush-1080x1080,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/22kECIYY2Hy6kNh,2026-06-12,2026-06-24,13
120247011565610167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!valueprop_c8!appnotice-speakmore-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/21Ct7DureRex57e,2026-06-12,2026-06-24,12
120248898262300167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!valueprop_c8!billboard-canspeak-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/20X2WXhOzAmIJha,2026-07-12,2026-07-16,5
120248898263350167,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!valueprop_c8!billboard-fromspeak-1200x628,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,,,,,,,https://fb.me/272Q7xwDPxwBYUg,2026-07-12,2026-07-17,6
