ad_id,spend,impressions,clicks,installs,trials,adj_trials,init_purch,trial_converts,campaign_name,ad_name,format,category,concept,creator_name,first_date,last_date,active_days,bucket,clean_name,c1,ipm,tpi,cpft,ctr,meta_paid_obs,ssot_trials,ssot_paid,ssot_ltv,af_installs,af_trials,af_trials_annual_reg,af_trials_annual_plus,af_trials_monthly,sp,phase,p1_point,p2_point
120249017523680167,76.19,17801,105,3,1,1.52,1,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1!motion_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!3750sentences-1080x1920_winning,,,,,2026-07-17,2026-07-29,11.0,Winning,generic – na – outcome,motion_c2,0.1685298578731532,0.05617661929105106,76.19,0.005898545025560362,1.0,2.0,0.77,78.0,10.0,4.0,2.0,2.0,0.0,2.774327984355531,Pause,False,False
120249017782920167,188.90999999999997,59734,1862,10,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!image_c3!whitelist_c4!valueprop_c5!ongoing_c6!mip-alicechenlife_c7!ba.lifestyle.testscore_c8!9-year-in-us,,,,,2026-07-16,2026-07-19,4.0,Testing,whitelist – mip-alicechenlife – ba.lifestyle.testscore,ugc_c2,0.16740884588341648,0.0,,0.03117152710349215,0.0,1.0,0.4,40.4,26.0,2.0,2.0,0.0,0.0,2.5222358440593573,Phase 1 Winner,True,False
120249017877220167,393.93,101594,3677,29,9,20.49,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!image_c3!whitelist_c4!valueprop_c5!ongoing_c6!mip-emily_life_c7!allenhook_c8!learning-technique-sharing,,,,,2026-07-16,2026-07-20,5.0,Testing,whitelist –  – allenhook,ugc_c2,0.2854499281453629,0.0885879087347678,43.77,0.03619308226863791,0.0,15.0,5.89,596.1,78.0,27.0,22.0,2.0,2.0,3.3605418299320737,Phase 1 Winner,True,False
120249017985740167,293.3,74476,1436,4,3,6.68,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!whitelist_c4!testimonial_c5!ongoing_c6!mip-asianleadership_c7!usertestimonials_c8!og-post,,,,,2026-07-16,2026-07-22,4.0,Testing,whitelist – mip-asianleadership – usertestimonials,ugc_c2,0.053708577259788386,0.04028143294484129,97.76666666666667,0.01928137923626403,0.0,5.0,1.98,201.6,14.0,6.0,2.0,0.0,2.0,2.5493482650694212,Pause,False,False
120249018197870167,280.07,108885,1446,2,1,2.17,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!mip-xlittleprince_c7!indoorselfie.vs_c8!vs-cramschool,,,,,2026-07-16,2026-08-09,13.0,Testing,whitelist – mip-xlittleprince – indoorselfie.vs,ugc_c2,0.01836800293888047,0.009184001469440236,280.07,0.01328006612481058,0.0,3.0,1.13,115.2,28.0,6.0,4.0,2.0,0.0,1.12916199785803,Pause,False,False
120249018598560167,529.9699999999999,131910,7413,13,4,9.08,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!mip-kellyyangdes_c7!patterninterrupt_c8!pineapple-cutting,,,,,2026-07-16,2026-07-19,4.0,Testing,whitelist – mip-kellyyangdes – patterninterrupt,ugc_c2,0.09855204305966189,0.03032370555681904,132.49249999999998,0.056197407323174894,0.0,7.0,2.74,277.8,42.0,14.0,6.0,6.0,2.0,4.326697440219352,Phase 1 Winner,True,False
120249019731940167,33054.54,5043361,101586,1899,388,629.12,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:atiendai_c7:valueprop_c8:speak-with-me-conv_scaling,video,productdemo,valueprop,atiendai,2026-07-16,2026-08-14,30.0,Scaling,influencer – atiendai – valueprop,video_c2,0.3765346164987991,0.07693282317089735,85.19211340206186,0.020142520037728807,0.0,464.0,175.64,18146.0,3869.0,719.0,567.0,66.0,68.0,2.510190040396695,Phase 1 Winner,True,False
120249020624430167,489.18,168667,1898,42,8,18.340000000000003,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!testimonial_c5!ongoing_c6!jpkol_c7!ba.lifestyle_c8!japanofficeguyvlog,,,,,2026-07-17,2026-07-20,4.0,Testing,ugc – jpkol – ba.lifestyle,ugc_c2,0.24901136559018658,0.047430736302892684,61.1475,0.01125294218786129,0.0,15.0,5.82,588.7,108.0,26.0,20.0,4.0,2.0,2.0360727140747943,Phase 1 Winner,True,False
120249020669720167,311.17,123878,964,5,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!video_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!credibility _c8!andrew-tech-frame-1080x1080,,,,,2026-07-17,2026-08-03,17.0,Testing,generic – na,video_c2,0.04036229193238509,0.0,,0.007781849884563845,0.0,3.0,1.12,116.7,30.0,7.0,5.0,0.0,2.0,0.590989104179421,Pause,False,False
120249020714940167,3120.4700000000003,637245,5579,141,35,71.28999999999999,2,1.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!testimonial_c5!ongoing_c6!qing_c7!product_c8!doesaienglishlearningwork_2humantutor,,,,,2026-07-17,2026-08-09,22.0,Testing,ugc – qing – product,ugc_c2,0.22126497657886685,0.054923930356456305,89.15628571428572,0.008754874498819136,3.0,42.0,15.67,1629.4,372.0,85.0,75.0,2.0,8.0,2.9462712167491576,Phase 1 Winner,True,False
120249020715110167,207.4,81251,826,4,1,2.45,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!testimonial_c5!ongoing_c6!qing_c7!product_c8!doesaienglishlearningwork_1og,,,,,2026-07-17,2026-07-28,12.0,Testing,ugc – qing – product,ugc_c2,0.04923016332106682,0.012307540830266705,207.4,0.010166028725800297,0.0,6.0,2.29,231.6,24.0,12.0,8.0,4.0,0.0,1.1145540225547201,Pause,False,False
120249069884080167,1877.2,441932,9007,65,14,23.229999999999997,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1!ugc_c2!image_c3!whitelist_c4!valueprop_c5!ongoing_c6!mip-emily_life_c7!allenhook_c8!learning-technique-sharing_scaling,,,,,2026-07-19,2026-07-21,3.0,Scaling,whitelist –  – allenhook,ugc_c2,0.1470814514450187,0.03167908184969633,134.0857142857143,0.020380963587158206,0.0,21.0,8.11,820.7,154.0,42.0,36.0,4.0,2.0,2.0593941842052415,Phase 1 Winner,True,False
120249069900960167,25.99,5356,26,1,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1!motion_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!3750sentences_winning,,,,,2026-07-19,2026-07-26,6.0,Winning,generic – na – outcome,motion_c2,0.18670649738610906,0.0,,0.0048543689320388345,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.4589523106922161,Pause,False,False
120249069928080167,190.99,42779,2028,1,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!mip-little_0202_c7!openquestion_c8!foreign-company-wannabe,,,,,2026-07-19,2026-07-22,4.0,Testing,whitelist –  – openquestion,ugc_c2,0.023375955492180744,0.0,,0.04740643773814255,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.894138023888079,Pause,False,False
120249069950380167,224.28,71924,1360,3,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!mip-sunthings_c7!lifestyle.sharing_c8!canada-internship,,,,,2026-07-19,2026-07-22,4.0,Testing,whitelist – mip-sunthings – lifestyle.sharing,ugc_c2,0.041710694622101106,0.0,,0.018908848228685837,0.0,1.0,0.38,38.2,16.0,0.0,0.0,0.0,0.0,1.4731710435102798,Mid-Tier,False,False
120249069969790167,295.78000000000003,67412,1902,9,1,2.27,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!mip-shih_veganwonderland_c7!lifestyle.sharing_c8!move-to-german,,,,,2026-07-19,2026-07-21,3.0,Testing,whitelist –  – lifestyle.sharing,ugc_c2,0.13350738740876997,0.014834154156529994,295.78000000000003,0.02821456120572005,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.548173993282273,Pause,False,False
120249069983680167,972.48,231979,4005,31,7,17.18,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!mip-happygang5215_c7!openquestion_c8!learn-with-child,,,,,2026-07-19,2026-07-26,8.0,Testing,whitelist – mip-happygang5215 – openquestion,ugc_c2,0.13363278572629417,0.030175145164001913,138.9257142857143,0.017264493768832524,0.0,14.0,5.33,539.4,82.0,26.0,20.0,4.0,2.0,2.1983852417982135,Phase 1 Winner,True,False
120249089547390167,1742.09,316034,13372,41,10,15.49,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1!ugc_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!mip-kellyyangdes_c7!patterninterrupt_c8!pineapple-cutting_winning,,,,,2026-07-20,2026-07-23,4.0,Winning,whitelist – mip-kellyyangdes – patterninterrupt,ugc_c2,0.12973287684236506,0.031642165083503676,174.209,0.042311903149661115,0.0,14.0,5.37,543.5,106.0,22.0,12.0,6.0,4.0,3.1290582899049246,Phase 1 Winner,True,False
120249089572460167,1221.8,267434,5072,41,8,13.7,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1!UGC_c2!video_c3!whitelist_c4!valueprop_c5!ongoing_c6!MIP-emily_life_c7!AllEnHook_c8!learning-technique-sharing_scaling,,,,,2026-07-20,2026-07-20,1.0,Scaling,whitelist –  – AllEnHook,UGC_c2,0.15330885377326742,0.029913922687466815,152.725,0.01896542698385396,0.0,12.0,4.65,470.7,94.0,25.0,17.0,2.0,6.0,1.780850579604071,Mid-Tier,False,False
120249089633250167,695.64,128447,4335,61,3,4.7,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:atiendai_c7:valueprop_c8:speak-with-me-conv_winning,video,productdemo,valueprop,atiendai,2026-07-20,2026-07-23,4.0,Winning,influencer – atiendai – valueprop,video_c2,0.4749040460267659,0.023355936689840946,231.88,0.033749328516820165,0.0,12.0,4.63,468.4,110.0,14.0,8.0,4.0,2.0,2.786767113489356,Phase 1 Winner,True,False
120249105317450167,974.49,248806,6414,31,3,4.6,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1!ugc_c2!image_c3!whitelist_c4!valueprop_c5!ongoing_c6!mip-alicechenlife_c7!ba.lifestyle.testscore_c8!9-year-in-us_winning,,,,,2026-07-20,2026-07-23,4.0,Winning,whitelist – mip-alicechenlife – ba.lifestyle.testscore,ugc_c2,0.124595066035385,0.012057587035682419,324.83,0.02577912108228901,0.0,9.0,3.41,347.8,66.0,8.0,8.0,0.0,0.0,2.069203894264044,Phase 1 Winner,True,False
120249105347140167,19963.77,5600558,46589,879,203,334.78,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1!ugc_c2!video_c3!ugc_c4!testimonial_c5!ongoing_c6!jpkol_c7!ba.lifestyle_c8!japanofficeguyvlog_scaling,,,,,2026-07-20,2026-08-13,18.0,Scaling,ugc – jpkol – ba.lifestyle,ugc_c2,0.15694864690268362,0.03624638830630805,98.34369458128079,0.008318635393116187,0.0,329.0,125.85,12817.4,2396.0,526.0,385.0,74.0,45.0,2.201808536058322,Phase 1 Winner,True,False
120249114098820167,813.8199999999999,212628,9008,18,2,3.09,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!atiendai_c7!product_c8!og-video_winning,,,,,2026-07-21,2026-07-23,3.0,Winning,influencer – atiendai – product,na_c2,0.08465489023082567,0.009406098914536185,406.90999999999997,0.042365069511070975,0.0,5.0,1.9,192.5,62.0,8.0,4.0,2.0,2.0,3.533062361466726,Phase 1 Winner,True,False
120249135201100167,1800.67,486434,12489,33,1,1.48,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1!ugc_c2!image_c3!whitelist_c4!valueprop_c5!ongoing_c6!mip-alicechenlife_c7!ba.lifestyle.testscore_c8!9-year-in-us_winning,,,,,2026-07-21,2026-07-26,6.0,Winning,whitelist – mip-alicechenlife – ba.lifestyle.testscore,ugc_c2,0.06784065258596234,0.002055777351089768,1800.67,0.02567460333776011,0.0,18.0,6.84,694.8,190.0,32.0,21.0,9.0,0.0,1.9286931524964246,Mid-Tier,False,False
120249176070740167,155.78,33251,835,5,4,9.79,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!no-pressure,,,,,2026-07-23,2026-07-29,7.0,Testing,influencer – thedodomen – noframe,na_c2,0.15037141740098042,0.12029713392078434,38.945,0.02511202670596373,0.0,7.0,2.65,267.8,28.0,14.0,4.0,4.0,4.0,2.6336184534879297,Pause,False,False
120249176071730167,291.96,76532,879,64,12,27.490000000000002,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!speak-without-fear,,,,,2026-07-23,2026-07-26,4.0,Testing,influencer – thedodomen – noframe,na_c2,0.8362515026394188,0.156797156744891,24.33,0.011485391731563268,0.0,13.0,4.96,501.8,124.0,22.0,18.0,2.0,0.0,4.1455841870443475,Phase 2 Winner,True,True
120249176072350167,228.45,80005,935,8,3,6.16,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!frame-learning_c8!keep-learning,,,,,2026-07-23,2026-08-09,13.0,Testing,influencer – thedodomen – frame-learning,na_c2,0.09999375039060059,0.037497656396475225,76.14999999999999,0.011686769576901443,0.0,5.0,1.88,193.8,36.0,8.0,8.0,0.0,0.0,2.707171433930049,Pause,False,False
120249176072690167,426.36,138910,1593,4,2,3.88,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!frame-spanish_c8!no-pressure,,,,,2026-07-23,2026-08-04,12.0,Testing,influencer – thedodomen – frame-spanish,na_c2,0.028795623065294075,0.014397811532647038,213.18,0.011467856885753365,0.0,8.0,2.97,307.8,34.0,12.0,10.0,2.0,0.0,1.194839771753821,Pause,False,False
120249176075550167,1434.1100000000001,391643,15197,94,21,49.88,1,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!og-video,,,,,2026-07-23,2026-07-26,4.0,Testing,influencer – thedodomen – noframe,na_c2,0.2400145030040113,0.05362026130940678,68.29095238095239,0.03880319576757404,1.0,30.0,11.46,1159.8,288.0,54.0,48.0,6.0,0.0,3.528631748689909,Phase 1 Winner,True,False
120249176077580167,3614.26,971171,13807,170,44,89.0,1,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!product-demo,,,,,2026-07-23,2026-08-02,11.0,Testing,influencer – thedodomen – noframe,na_c2,0.17504641304157556,0.045306130434290146,82.14227272727273,0.014216857793323729,1.0,60.0,22.52,2297.9,504.0,116.0,88.0,16.0,10.0,2.0017523823320063,Phase 1 Winner,True,False
120249190061250167,382.75,96632,1523,6,2,2.95,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1!ugc_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!mip-happygang5215_c7!openquestion_c8!learn-with-child_winning,,,,,2026-07-23,2026-07-27,5.0,Winning,whitelist – mip-happygang5215 – openquestion,ugc_c2,0.062091232717940224,0.020697077572646744,191.375,0.015760824571570495,0.0,2.0,0.76,76.8,18.0,4.0,4.0,0.0,0.0,2.131687712028316,Pause,False,False
120249242631140167,3543.6,1062460,25363,157,32,52.79,1,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!og-video_scaling,,,,,2026-07-26,2026-07-29,4.0,Scaling,influencer – thedodomen – noframe,na_c2,0.1477702689983623,0.03011878094234136,110.7375,0.023871957532518872,1.0,50.0,18.69,1894.5,419.0,93.0,75.0,8.0,6.0,2.1876151647817172,Phase 1 Winner,True,False
120249242654880167,37726.6,7735511,85068,2500,496,827.8100000000001,28,10.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!speak-without-fear_scaling,,,,,2026-07-26,2026-09-15,31.0,Scaling,influencer – thedodomen – noframe,na_c2,0.32318485488547555,0.06411987520927835,76.0616935483871,0.010997075694159053,38.0,657.0,251.52,26066.2,5736.0,1053.0,813.0,137.0,48.0,2.5428547932158,Phase 1 Winner,True,False
120249248763350167,25.400000000000002,5697,123,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1!ugc_c2!video_c3!whitelist_c4!productdemo_c5!ongoing_c6!mip-happygang5215_c7!openquestion_c8!learn-with-child_winning,,,,,2026-07-26,2026-07-27,2.0,Winning,whitelist – mip-happygang5215 – openquestion,ugc_c2,0.0,0.0,,0.021590310689836755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7101858783352726,Mid-Tier,False,False
120249315126190167,3083.25,792630,9974,135,36,57.6,3,2.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!noframe_c8!product-demo_scaling,,,,,2026-07-28,2026-08-09,11.0,Scaling,influencer – thedodomen – noframe,na_c2,0.17031906438060634,0.04541841716816169,85.64583333333333,0.012583424800979019,5.0,45.0,16.86,1730.6,383.0,82.0,72.0,2.0,8.0,1.963695562012147,Mid-Tier,False,False
120249469567010167,1805.31,362082,3723,124,34,82.82000000000001,2,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!testimonial_c5!promo_c6!qing_c7!testimonial.ba.hook_c8!2026nyr-v2-putoffforyears,,,,,2026-08-09,2026-08-20,12.0,Testing,ugc – qing – testimonial.ba.hook,ugc_c2,0.3424638617771665,0.09390138145502952,53.09735294117647,0.010282201269325733,2.0,45.0,17.73,1843.3,376.0,84.0,63.0,13.0,0.0,4.502467559280278,Phase 2 Winner,True,True
120249469567030167,164.65,39358,624,3,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!painpoint _c5!promo_c6!camel_c7!testimonial.ba.hook_c8!workplaceengcomms-v3-fluentcoworker,,,,,2026-08-09,2026-08-17,9.0,Testing,ugc –  – testimonial.ba.hook,ugc_c2,0.07622338533462067,0.0,,0.015854464149601098,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.871802825036862,Pause,False,False
120249469567140167,234.26,46811,505,4,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!senario_c5!promo_c6!jenny_c7!hook.realscene.fulleng_c8!interviewsalarynegotiation-v2-cut,,,,,2026-08-08,2026-08-11,4.0,Testing,ugc – jenny – hook.realscene.fulleng,ugc_c2,0.08545000106812502,0.0,,0.010788062634850782,0.0,4.0,1.53,158.7,22.0,8.0,4.0,2.0,0.0,0.8552635216726345,Pause,False,False
120249469567200167,1124.75,220651,2910,50,10,27.37,2,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!speakmethod_c5!promo_c6!sophia_c7!hook.testimonial_c8!outputinputandspeakmethod-v2-cut,,,,,2026-08-09,2026-08-17,9.0,Testing,ugc – sophia – hook.testimonial,ugc_c2,0.22660219078998056,0.045320438157996114,112.475,0.013188247503976869,2.0,20.0,7.7,800.9,144.0,38.0,26.0,10.0,2.0,2.5241355697589345,Phase 1 Winner,True,False
120249469568100167,173.31,135862,621,2,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!outcome_c5!ongoing_c6!na_c7!progress_c8!line26q3day1,,,,,2026-08-08,2026-08-14,7.0,Testing,generic – na – progress,static_c2,0.014720819655238403,0.0,,0.0045708145029515245,0.0,5.0,1.9,198.0,44.0,11.0,4.0,7.0,0.0,0.6666706413877701,Pause,False,False
120249641611010167,385.35,114708,1560,2,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!problemsolution_c5!ongoing_c6!mip-youth.may_c7!testimonial.ba.aboardlife_c8!product-walk-through,,,,,2026-08-08,2026-08-13,6.0,Testing,ugc – mip-youth.may – testimonial.ba.aboardlife,ugc_c2,0.01743557554834885,0.0,,0.013599748927712103,0.0,3.0,1.16,120.3,34.0,4.0,2.0,0.0,0.0,0.9967136052265326,Pause,False,False
120249641651420167,252.15,76578,1803,3,1,2.43,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!boldclaim _c5!ongoing_c6!mip-lavendora_c7!testimonial.aboardlife_c8!product-walk-through,,,,,2026-08-08,2026-08-11,4.0,Testing,ugc – mip-lavendora – testimonial.aboardlife,ugc_c2,0.0391757423803181,0.01305858079343937,252.15,0.023544621170571184,0.0,2.0,0.76,79.1,34.0,5.0,5.0,0.0,0.0,2.0381389638028815,Pause,False,False
120249641692540167,207.29000000000002,58652,3185,8,1,2.25,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!problemsolution_c5!ongoing_c6!mip-yclife_c7!aboardlife_c8!learn-with-kid-dou-ling,,,,,2026-08-08,2026-08-10,3.0,Testing,ugc – mip-yclife – aboardlife,ugc_c2,0.13639773579758577,0.01704971697469822,207.29000000000002,0.05430334856441383,0.0,2.0,0.77,79.9,30.0,4.0,4.0,0.0,0.0,4.841998744327688,Pause,False,False
120249641760720167,287.41,77838,5529,1,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!problemsolution_c5!ongoing_c6!mip-bpw.study_c7!share.learnskill_c8!how-i-promo-myself,,,,,2026-08-08,2026-08-10,3.0,Testing,ugc – mip-bpw.study – share.learnskill,ugc_c2,0.012847195457231685,0.0,,0.071032143683034,0.0,6.0,2.3,239.0,46.0,10.0,6.0,4.0,0.0,5.387300396814489,Pause,False,False
120249641997610167,430.95,50529,1046,18,4,8.33,1,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1!ugc_c2!video_c3!ugc_c4!testimonial_c5!ongoing_c6!qing_c7!product_c8!doesaienglishlearningwork_2humantutor_winning,,,,,2026-08-08,2026-08-18,11.0,Winning,ugc – qing – product,ugc_c2,0.3562310752241287,0.07916246116091749,107.7375,0.020700983593579924,1.0,7.0,2.74,284.5,64.0,13.0,11.0,2.0,0.0,3.902811571913676,Phase 1 Winner,True,False
120249642037430167,599.51,140017,1487,39,5,8.82,2,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1!na_c2!video_c3!influencer_c4!speakmethod_c5!ongoing_c6!thedodomen_c7!frame-learning_c8!keep-learning_winning,,,,,2026-08-08,2026-08-10,3.0,Winning,influencer – thedodomen – frame-learning,na_c2,0.2785376061478249,0.0357099495061314,119.902,0.010620138983123478,2.0,11.0,4.2,436.4,122.0,20.0,18.0,0.0,0.0,1.6607255301852604,Mid-Tier,False,False
120249652815090167,726.49,180075,2182,9,3,4.89,1,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1!ugc_c2!video_c3!ugc_c4!testimonial_c5!ongoing_c6!qing_c7!product_c8!doesaienglishlearningwork_2humantutor_scaling,,,,,2026-08-09,2026-08-09,1.0,Scaling,ugc – qing – product,ugc_c2,0.04997917534360683,0.01665972511453561,242.16333333333333,0.012117173399972234,1.0,7.0,2.67,278.1,56.0,14.0,11.0,2.0,0.0,1.4693416557159595,Mid-Tier,False,False
120249701534270167,16060.83,3078281,57722,782,157,226.68,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1!video_c2!video_c3!influencer_c4!productdemo_c5!promo_c6!illyandlean_c7!relaunch_c8!speak-with-me,,,,,2026-08-10,2026-09-13,17.0,Scaling,influencer – illyandlean – relaunch,video_c2,0.254037886729639,0.051002491325515764,102.29828025477707,0.018751374549626887,0.0,188.0,69.24,7199.9,1708.0,356.0,280.0,31.0,0.0,1.977901889210313,Mid-Tier,False,False
120249779562090167,488.63,111040,1325,25,4,10.39,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!video_c2!video_c3!influencer_c4!productdemo_c5!promo_c6!morning.jason_c7!26q3campaign_c8!og-video_c9!app,,,,,2026-08-13,2026-08-17,5.0,Testing,influencer – morning.jason – 26q3campaign,video_c2,0.22514409221902015,0.03602305475504323,122.1575,0.011932636887608069,0.0,7.0,2.71,281.7,76.0,12.0,8.0,2.0,0.0,1.7892674210234671,Mid-Tier,False,False
120249779562110167,654.7800000000001,122370,2286,41,8,19.810000000000002,2,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!video_c2!video_c3!influencer_c4!productdemo_c5!promo_c6!dachien_c7!26q3campaign_c8!police-conversation_c9!app,,,,,2026-08-13,2026-08-17,5.0,Testing,influencer – dachien – 26q3campaign,video_c2,0.3350494402222767,0.06537550053117594,81.84750000000001,0.018681049276783525,2.0,14.0,5.54,576.1,106.0,26.0,22.0,2.0,2.0,2.072836169937897,Phase 1 Winner,True,False
120249779562130167,177.67,35572,623,6,1,2.68,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!video_c2!video_c3!influencer_c4!senario_c5!promo_c6!chenlily_c7!26q3campaign_c8!brick-hook_c9!app,,,,,2026-08-13,2026-08-17,5.0,Testing,influencer –  – 26q3campaign,video_c2,0.16867198920499268,0.028111998200832114,177.67,0.01751377487911841,0.0,2.0,0.78,80.6,14.0,4.0,2.0,0.0,0.0,1.6109149080891652,Mid-Tier,False,False
